,Open,High,Low,Close,next open
1272,159.82,160.41,156.05,156.87,156.93
1273,156.93,157.97,152.59,153.31,153.38
1274,153.38,157.14,153.36,156.69,156.69
1275,156.69,156.8,151.58,152.78,152.78
1276,152.78,153.96,147.11,147.4,147.4
1277,147.4,151.28,146.4,151.09,151.09
1278,151.09,152.57,149.1,152.41,152.41
1279,152.41,154.53,152.37,153.39,153.39
1280,153.39,154.87,151.24,151.72,151.69
1281,151.69,152.35,150,151.7,151.66
1282,151.66,153.17,151.16,151.84,151.84
1283,151.84,151.96,149.75,150.18,150.21
1284,150.21,150.55,147.78,149.75,149.75
1285,149.75,150.05,147.41,147.48,147.47
1286,147.47,149.43,147.34,148.01,148.01
1287,148.01,148.44,145.52,147.88,147.87
1288,147.87,149.97,147.61,148.47,148.47
1289,148.47,151.1,147.85,150.9,150.9
1290,150.9,150.9,147.29,147.37,147.45
1291,147.45,148.67,146.31,146.49,146.41
1292,146.41,149.08,146.41,148.17,148.17
1293,148.17,149.48,147.57,149.04,149.05
1294,149.05,149.88,146.95,147.43,147.63
1295,147.63,148.71,146.74,148.37,148.37
1296,148.37,150.46,148.07,149.46,149.41
1297,149.41,149.88,147.42,147.73,147.75
1298,147.75,148.19,145.33,145.35,145.35
1299,145.35,146.36,143.38,144.25,144.22
1300,144.22,146.03,143.66,144.91,144.89
1301,144.89,145.25,142.82,142.97,142.97
1302,142.97,145.82,142.84,145.19,145.12
1303,145.12,147.09,144.4,144.88,144.88
1304,144.88,148.5,144.06,147.7,145.09
1305,145.09,150.3,144.3,147.79,147.79
1306,147.79,148.66,140.33,141.45,141.49
1307,141.49,142.81,137.31,138.91,138.91
1308,138.91,141.49,138.07,139.48,139.48
1309,139.48,139.9,133.42,133.62,133.58
1310,133.58,136.38,131.77,132.05,132.05
1311,132.05,133.17,127.15,129.41,129.38
1312,129.38,129.42,123.86,128.88,128.88
1313,128.88,132.65,127.12,131.7,131.7
1314,131.7,132.19,128.64,129.36,129.33
1315,129.33,132.18,129.1,131.38,131.38
1316,131.38,131.79,127.43,129.29,129.29
1317,129.29,134.25,129.11,134.13,134.13
1318,134.13,134.28,131.41,133.5,133.5
1319,133.5,137.24,133.1,136.99,136.99
1320,136.99,137.7,134.89,135.04,135.04
1321,135.04,136.5,133.84,134.49,134.49
1322,134.49,138.5,134.34,138.42,138.42
1323,138.42,140.42,137.43,138.73,138.73
1324,138.73,139.68,137,137.05,137.05
1325,137.05,137.95,135.52,137.69,137.69
1326,137.69,137.69,134.38,135.49,135.44
1327,135.44,135.99,132.4,132.45,132.5
1328,132.5,134.96,132.4,133.87,133.87
1329,133.87,135.95,132.66,135.54,135.54
1330,135.54,136.63,134.85,135.77,135.77
1331,135.77,136.94,134.41,136.51,136.51
1332,136.51,137.18,135.5,136.24,136.24
1333,136.24,137.36,135.4,136.84,136.84
1334,136.84,138.83,136.24,138.46,138.51
1335,138.51,140.93,137.61,140.74,140.74
1336,140.74,143.41,140.61,141.78,141.78
1337,141.78,144.42,141.28,144.25,144.28
1338,144.28,144.93,142.49,144.86,144.84
1339,144.84,145.15,142.5,144.47,144.47
1340,144.47,146.8,144.33,146.14,146.14
1341,146.14,146.15,142.25,143.3,143.3
1342,143.3,144.61,142.31,142.38,142.38
1343,142.38,143.56,141.79,141.87,125.02
1344,125.02,129.05,124.32,127.97,127.95
1345,127.95,127.95,123.45,125.82,125.84
1346,125.84,130.17,125.2,129.95,129.95
1347,129.95,131.21,127.92,130.89,130.89
1348,130.89,132.84,130.38,131.69,131.69
1349,131.69,133.58,130.41,132.83,132.83
1350,132.83,133.97,130,131.93,132.01
1351,132.01,132.13,128.77,128.83,128.82
1352,128.82,131.1,128.4,129.95,129.95
1353,129.95,130.8,128.58,129.99,129.97
1354,129.97,131.61,129.93,130.99,130.99
1355,130.99,131.19,128.5,129.52,129.52
1356,129.52,130.01,126.76,126.94,126.94
1357,126.94,127.82,125.91,127.54,127.55
1358,127.55,128.27,126.04,127.95,127.95
1359,127.95,128.89,127.41,128.48,128.48
1360,128.48,129,127.15,127.79,127.79
1361,127.79,128.9,127.19,127.35,127.35
1362,127.35,128.83,127,128.1,128.16
1363,128.16,129.64,127.4,129.32,129.32
1364,129.32,129.61,128.48,129.37,129.37
1365,129.37,129.58,127.12,127.14,127.14
1366,127.14,129.27,126.93,128.94,128.94
1367,128.94,129.1,127.69,127.83,127.83
1368,127.83,129.14,127.38,128.8,128.8
1369,128.8,129.7,128.61,129.53,129.54
1370,129.54,129.91,128.46,128.89,128.89
1371,128.89,129.54,127.61,128.12,128.12
1372,128.12,128.5,126.25,126.42,126.45
1373,126.45,126.9,125.54,125.82,125.81
1374,125.81,126.2,124.41,124.65,124.65
1375,124.65,124.86,123.09,123.84,123.84
1376,123.84,125.12,122.13,124.51,124.53
1377,124.53,124.53,122.05,122.88,122.88
1378,122.88,124.36,122.6,123.33,123.33
1379,123.33,125,123.17,124.91,124.91
1380,124.91,125.53,123.93,124.27,124.3
1381,124.3,124.49,121.8,122.87,122.87
1382,122.87,122.89,121.06,121.64,129.21
1383,129.21,129.46,126.26,126.7,126.71
1384,126.71,128.53,126.4,126.97,126.97
1385,126.97,128.11,125.67,128.04,128.04
1386,128.04,129.29,127.71,127.9,127.92
1387,127.92,129.12,127.2,128.09,128.09
1388,128.09,131.24,127.8,130.85,130.85
1389,130.85,131.73,130.29,131.55,131.55
1390,131.55,132.05,130.72,131.51,131.51
1391,131.51,132.02,131.06,131.6,131.6
1392,131.6,132.89,130.38,130.51,130.51
1393,130.51,131.19,129.71,130.47,130.47
1394,130.47,131.67,130.32,131.54,131.54
1395,131.54,131.88,131.06,131.77,131.71
1396,131.71,132.31,130.8,132.21,132.21
1397,132.21,132.39,131.61,132.03,132.03
1398,132.03,132.52,131.75,132.47,132.47
1399,132.47,133.22,132.46,133.14,133.14
1400,133.14,133.21,132.56,132.73,132.73
1401,132.73,133.3,132.71,133.14,133.14
1402,133.14,134,133.1,133.83,133.83
1403,133.83,134.16,133.51,134.09,134.09
1404,134.09,134.98,134.09,134.96,134.96
1405,134.96,135.2,133.18,133.27,133.27
1406,133.27,134.29,133.27,133.83,133.83
1407,133.83,133.99,133.03,133.29,133.29
1408,133.29,133.46,132.15,132.96,132.96
1409,132.96,133.32,131.87,132.11,132.1
1410,132.1,132.53,131.54,132.2,132.21
1411,132.21,133.25,132.09,133.11,133.1
1412,133.1,133.15,132,132.5,132.53
1413,132.53,133.8,132.53,133.71,133.72
1414,133.72,133.84,133.07,133.07,133.17
1415,133.17,133.94,132.82,133.37,133.37
1416,133.37,134.4,133.37,134.36,134.36
1417,134.36,134.4,133.56,134.16,134.16
1418,134.16,134.79,134.01,134.65,134.65
1419,134.65,135.07,133.27,133.28,133.28
1420,133.28,133.72,132.28,132.87,132.87
1421,132.87,134.38,132.02,132.08,136.59
1422,136.59,137.69,135.47,136.81,136.81
1423,136.81,137.34,135.62,135.64,135.64
1424,135.64,136.9,134.55,136.22,136.21
1425,136.21,138.25,136.11,137.97,137.97
1426,137.97,138.39,137.01,137.82,137.82
1427,137.82,138.09,136.54,136.62,136.62
1428,136.62,138.07,136.59,137.8,137.8
1429,137.8,137.93,134,134.17,134.17
1430,134.17,135.53,131.84,132.34,132.36
1431,132.36,133.95,130.95,133.69,133.69
1432,133.69,134.61,132.6,133.96,133.96
1433,133.96,135.43,133.87,135.42,135.36
1434,135.36,135.45,134.06,135.18,135.18
1435,135.18,135.98,134.73,135.84,135.83
1436,135.83,135.86,133.33,133.76,133.76
1437,133.76,134.5,132.54,133.4,133.4
1438,133.4,134.2,132.3,133.07,133.07
1439,133.07,133.08,131.44,132.28,132.29
1440,132.29,132.98,129.94,130.28,130.27
1441,130.27,131.22,130.12,130.92,130.92
1442,130.92,132.27,130.76,131.95,131.94
1443,131.94,132.78,131.34,132.58,132.58
1444,132.58,133.11,131.82,133.11,133.12
1445,133.12,133.13,131.27,131.52,131.54
1446,131.54,132.41,131.07,131.15,131.15
1447,131.15,131.54,130.63,131.06,131.06
1448,131.06,131.29,129.61,129.85,129.84
1449,129.84,130.79,129.23,129.63,129.63
1450,129.63,129.94,127.23,127.4,127.4
1451,127.4,128,123.57,123.66,123.66
1452,123.66,126.19,123.64,126.12,126.09
1453,126.09,126.22,123.88,125.93,125.93
1454,125.93,126.76,124.71,126.34,126.34
1455,126.34,126.5,122.81,123.01,123.01
1456,123.01,123.8,121.94,121.99,121.99
1457,121.99,124.01,121.74,123.56,123.56
1458,123.56,125.01,122.92,124.39,124.36
1459,124.36,126.06,123.35,123.72,123.68
1460,123.68,125.25,123.45,124.08,126.95
1461,126.95,128.19,124.46,125.64,125.63
1462,125.63,127.7,124.83,127.62,127.62
1463,127.62,127.62,123.05,123.51,123.51
1464,123.51,124.91,122.97,123.51,123.52
1465,123.52,125.36,122.16,125.3,125.31
1466,125.31,126.21,124.98,125.56,125.56
1467,125.56,126.09,123.58,124.25,124.23
1468,124.23,127.2,124.09,127.05,127.05
1469,127.05,127.48,125.68,125.71,125.78
1470,125.78,127.6,125.67,127.51,127.51
1471,127.51,127.53,125.92,126.8,126.8
1472,126.8,126.93,124.23,124.73,124.72
1473,124.72,124.72,123.04,124.24,124.24
1474,124.24,124.69,123.35,124.25,124.25
1475,124.25,124.52,122.73,122.81,122.81
1476,122.81,123.89,122.29,123.28,123.28
1477,123.28,123.42,122.48,123.37,123.37
1478,123.37,124.2,122.95,123.11,123
1479,123,123,120.67,120.92,120.92
1480,120.92,121.08,120.03,120.94,120.94
1481,120.94,121.67,119.43,119.52,119.52
1482,119.52,120.21,118.2,118.9,118.9
1483,118.9,119.4,117.87,118.96,118.96
1484,118.96,119.19,117.65,117.89,117.89
1485,117.89,118.6,116.81,118.49,118.49
1486,118.49,119.58,118.14,119.22,119.22
1487,119.22,119.98,117.75,117.81,117.82
1488,117.82,119.92,117.56,119.75,119.77
1489,119.77,120.64,119.17,119.44,119.51
1490,119.51,120.17,118.84,119.03,119.03
1491,119.03,121.61,119.02,121.43,121.43
1492,121.43,121.88,120.65,120.8,120.8
1493,120.8,121.77,120.39,120.42,120.42
1494,120.42,120.61,118.8,119,118.98
1495,118.98,121.11,118.68,120.95,120.97
1496,120.97,122.58,120.71,122.2,122.2
1497,122.2,123.1,121.04,121.45,121.45
1498,121.45,122.06,120.74,121.38,121.38
