Open,High,Low,Close,Moving Average 50
316.2,316.3,315.61,315.67,314.04
315.67,315.68,315.04,315.53,314.18
315.53,315.53,314.68,314.98,314.28
314.98,315.12,313.37,313.7,314.34
314.59,316.19,314.21,316.1,314.45
316.1,316.3,315.12,315.25,314.57
315.25,315.77,315.04,315.39,314.67
315.38,315.47,312.7,313.47,314.72
313.47,314.37,313.34,314.14,314.79
314.14,314.73,313.99,314.58,314.86
314.59,314.94,314.1,314.92,314.95
314.91,314.95,313.58,313.93,315.01
313.93,314.43,313.7,313.86,315.07
313.86,314.64,313.6,314.39,315.12
314.39,314.71,313.82,314.57,315.2
314.57,315.95,314.53,315.55,315.21
315.55,316.17,315.16,316.13,315.26
316.85,317.1,315.35,316.1,315.32
316.1,316.4,314.58,315.16,315.37
315.17,315.41,311.82,311.94,315.34
311.95,312.59,310.68,311.75,315.3
311.75,312.34,310.99,312.24,315.27
312.24,313.43,312.07,313,315.25
313,313.62,312.75,313.51,315.25
313.5,314.35,313.26,313.91,315.25
313.91,314.41,313.22,313.39,315.23
313.38,314.67,313.18,314.54,315.26
314.55,314.91,314.22,314.88,315.31
314.87,315.54,313.9,313.93,315.26
313.95,315.19,313.29,314.42,315.22
314.26,315.09,313.47,314.01,315.17
313.98,314.81,312.76,314.66,315.12
314.66,315.65,314.48,315.08,315.09
315.07,315.53,314.5,315.34,315.07
315.29,315.93,314.85,315.85,315.06
315.85,316.13,315.14,315.21,315.03
315.21,315.88,314.91,315.83,315.02
315.83,316.03,315.63,315.96,315.02
315.96,316.67,315.71,316.51,315.03
316.51,316.67,316.18,316.4,315.03
316.41,316.95,316.35,316.92,315.03
316.92,317.46,316.51,317.35,315.06
317.34,317.88,316.99,317.64,315.07
320.06,320.44,319.49,319.59,315.13
319.6,321.12,319.23,321.09,315.2
321.09,321.67,320.43,321.65,315.3
321.67,322.34,321.51,322.24,315.42
322.24,322.35,321.45,321.72,315.53
321.72,322.03,321.55,321.79,315.64
321.8,322.03,321.54,321.65,315.75
321.66,322.46,321.55,322.27,315.88
322.27,322.71,321.85,321.92,316.01
321.92,322.06,319.77,319.88,316.11
319.88,320.63,319.07,320.41,316.24
320.4,320.51,317.09,317.11,316.26
317.1,317.33,314.13,314.84,316.25
313.25,315.31,312,313.89,316.22
313.84,314.36,312.33,314.32,316.24
314.3,315.92,314.28,314.82,316.25
314.82,315.81,314.3,315.29,316.27
315.31,316.67,315.09,316,316.29
316,316.64,315.29,315.89,316.33
315.89,316.33,315.15,315.31,316.36
315.31,315.75,314.52,315.51,316.38
315.51,316.99,315.41,316.34,316.41
316.34,317.67,315.9,317.24,316.45
317.24,317.62,316.42,317.4,316.47
317.42,317.56,315.77,317.34,316.5
317.35,319.76,317.18,318.89,316.57
322.48,322.64,321.23,321.88,316.77
321.88,322.5,321.13,322.46,316.99
322.46,323.04,322.15,322.24,317.19
322.24,322.47,320.56,321.73,317.36
321.73,321.83,319.74,319.75,317.49
319.75,320.72,319.27,320.64,317.62
320.64,321.12,319.8,321.07,317.77
321.08,321.63,320.7,321.33,317.91
321.32,321.78,320.93,321.1,318.03
321.1,322.19,320.77,321.88,318.19
321.88,322.21,320.91,320.92,318.32
320.92,321.65,320.19,321.58,318.47
321.58,322.59,321.36,321.87,318.62
319.78,320.46,319.1,319.73,318.71
319.74,320.33,319.09,320.24,318.81
320.25,320.73,319.8,319.88,318.89
319.9,320.3,319.34,319.96,318.99
319.97,320.05,319.28,319.8,319.06
319.8,320.02,319.24,319.56,319.14
319.56,320.1,319.51,319.7,319.2
319.69,320.6,319.62,320.57,319.28
320.57,320.6,319.88,319.93,319.34
319.93,320.64,319.85,320.49,319.41
320.49,320.61,319.25,319.37,319.44
319.38,320.86,319.21,320.81,319.47
320.8,321.28,320.23,320.82,319.46
321.82,322.09,320.93,321.32,319.45
321.32,321.5,319.84,320.11,319.41
320.11,321.03,319.74,321.01,319.4
321,321.42,320.94,321.16,319.38
321.16,321.53,320.68,321.39,319.38
321.39,321.68,321.27,321.45,319.36
321.44,321.61,321.09,321.21,319.35
321.21,321.58,320.91,321.43,319.38
321.44,321.47,321.09,321.24,319.4
321.25,322.09,321.24,321.93,319.49
321.93,322.23,321.65,322.01,319.64
322.01,322.3,321.67,322.3,319.8
322.3,322.57,321.55,321.68,319.95
321.41,322.14,320.62,321.13,320.08
321.15,322.65,320.93,322.63,320.22
322.63,323.02,322.42,322.49,320.35
322.49,322.8,322.33,322.74,320.49
322.74,323.14,322.64,322.86,320.64
322.86,323.09,322.46,322.74,320.79
322.74,323.06,322.67,323.02,320.92
323.02,323.32,322.86,323.3,321.04
323.3,323.81,323.15,323.71,321.17
323.71,323.75,323.52,323.73,321.3
323.74,323.98,323.69,323.78,321.39
323.78,324.59,323.64,324.53,321.45
324.53,325.13,324.29,324.34,321.48
326.48,326.93,325.89,326.71,321.57
326.71,326.91,325.48,325.76,321.65
325.77,326.66,325.44,326.4,321.79
326.4,326.65,325.68,326.43,321.9
326.43,326.67,325.62,326.01,322
326.01,326.15,325.59,326.05,322.1
326.04,326.3,325.76,326.29,322.2
326.29,326.37,325.77,326.31,322.29
326.31,326.69,326.24,326.52,322.4
326.52,326.85,326.34,326.61,322.5
326.61,326.62,326.26,326.42,322.59
326.43,326.51,324.87,325.02,322.7
325.02,325.37,323.94,324.97,322.79
324.62,326.16,324.54,325.71,322.91
325.72,326.02,325.28,325.3,323.02
325.31,325.79,324.7,325.2,323.12
325.2,325.47,324.5,325.39,323.24
325.39,325.8,325.32,325.6,323.36
325.6,326.32,325.44,325.99,323.47
325.99,326.09,325.68,325.87,323.59
325.86,326.03,325.66,325.76,323.69
325.76,325.82,324.74,324.77,323.8
324.77,325.53,324.73,325.53,323.89
325.53,325.94,325.22,325.76,323.99
325.76,326.48,325.67,326.02,324.09
326.02,327.2,325.93,326.83,324.22
326.45,327.23,326.12,326.99,324.34
327,327.09,325.52,326.4,324.44
326.4,326.96,326.15,326.26,324.54
326.26,326.75,325.83,326.68,324.65
326.68,327.12,326.5,326.64,324.76
326.67,326.67,325.43,325.75,324.84
325.75,325.92,324.98,325.27,324.92
325.25,325.9,324.65,324.95,324.98
324.95,325.02,322.98,323.57,325.01
323.57,323.59,321.48,322.61,325.02
322.61,323.28,321.89,322.95,325.05
322.96,323.24,321.91,322.47,325.07
322.47,323.06,321.72,322.93,325.08
320.93,321.16,319.49,320.6,325.04
320.61,321.67,320.52,321.29,325.01
321.3,321.84,320.18,321.78,324.99
321.78,321.99,321.15,321.68,324.97
321.67,321.76,320.83,321.33,324.94
321.33,321.41,320.38,320.84,324.89
320.84,320.98,320.01,320.25,324.82
320.25,320.6,319.25,320.18,324.75
320.18,320.69,319.77,320.54,324.68
320.54,321.4,320.41,321.39,324.62
321.39,321.4,320.45,320.79,324.55
320.79,321.45,319.98,320.12,324.42
320.12,320.99,319.67,320.85,324.32
321.63,322.73,320.78,322.62,324.24
322.62,322.9,322.38,322.56,324.16
322.57,322.97,322.36,322.6,324.1
322.59,322.64,321.62,321.75,324.01
321.75,322.04,321.18,321.9,323.92
321.9,322.25,321.75,322.2,323.84
322.2,322.46,322.09,322.37,323.76
322.39,322.67,322.31,322.65,323.68
322.64,322.76,322.44,322.49,323.6
322.5,322.84,322.3,322.77,323.55
322.77,322.9,322.17,322.38,323.5
322.39,323.28,322.35,323.18,323.45
323.18,323.41,322.97,323.19,323.41
322.45,323.04,321.31,321.89,323.34
321.88,322.97,321.71,322.83,323.29
322.83,323.08,322.21,322.81,323.24
322.82,323.2,322.12,322.93,323.17
322.93,323.5,322.86,322.93,323.12
322.93,322.98,322.52,322.68,323.05
322.68,323.06,322.55,323.02,323.02
323.02,323.24,322.73,323.15,322.97
323.15,323.64,323.13,323.52,322.93
323.52,323.61,323.13,323.14,322.87
323.15,323.44,322.95,323,322.79
323,323.09,321.96,322.01,322.69
322,322.42,320.85,321.19,322.59
322.14,322.97,322.08,322.81,322.52
322.81,323.36,322.76,323.22,322.45
323.23,323.77,323.17,323.75,322.39
323.75,323.86,323.34,323.85,322.36
323.85,323.86,323.64,323.67,322.32
323.67,323.82,323.23,323.74,322.3
323.74,324.12,323.66,323.96,322.31
323.96,324.3,323.78,324.18,322.34
324.19,324.23,323.88,324.03,322.36
324.02,324.48,323.62,324.36,322.4
324.36,325.44,324.36,324.54,322.43
324.54,325.45,323.87,325.2,322.52
325.2,325.73,324.65,325.1,322.6
321.9,322.42,320,320.13,322.56
320.13,320.99,319.64,320.78,322.55
320.78,321.62,320.52,321.4,322.55
321.42,322.57,321.1,322.05,322.57
322.04,322.99,321.91,322.73,322.62
322.73,323.95,322.38,323.4,322.69
323.4,323.67,323.29,323.57,322.75
323.54,324.4,323.46,323.73,322.79
323.72,323.79,323.12,323.72,322.85
323.72,323.93,323.16,323.45,322.92
323.45,324.29,323.43,323.92,322.98
323.92,324.26,323.35,324.24,323.01
324.24,324.41,323.57,323.98,323.04
326,326.13,324.12,324.74,323.08
324.78,324.79,322.42,322.74,323.1
322.74,323.39,322.41,323.3,323.13
323.3,324.4,323.11,324.1,323.17
324.12,324.44,323,323.24,323.19
323.24,323.35,322.22,322.88,323.19
322.89,322.89,321.33,321.71,323.18
321.71,322.77,321.55,322.73,323.18
322.73,323.02,322.29,322.58,323.18
322.58,322.98,321.96,322.59,323.17
322.59,323.94,322.51,323.88,323.18
323.88,324.85,323.68,324.63,323.24
324.63,326.61,324.57,326.53,323.31
328.31,328.44,327.73,328.35,323.42
328.35,329.28,328.35,328.6,323.53
328.61,328.91,327.91,328.22,323.64
328.22,329,328.15,328.87,323.76
328.87,329.38,328.84,329.06,323.89
329.06,329.18,328.81,328.87,324
328.85,329.01,328.73,328.9,324.11
328.91,329.27,328.86,329.11,324.23
329.1,329.21,328.8,329.08,324.35
329.08,329.43,328.9,329.41,324.5
329.41,329.62,329.31,329.47,324.66
329.48,329.56,328.65,328.96,324.78
328.97,329.35,328.39,328.78,324.9
327.88,328.77,327.86,328.65,324.99
328.65,329.34,328.55,328.81,325.09
328.81,329.64,328.61,329.37,325.21
329.38,329.64,329.15,329.4,325.32
329.42,329.66,329.27,329.43,325.43
329.43,329.52,328.82,329.14,325.53
329.14,329.24,328.75,328.93,325.63
328.93,329.42,328.64,329.28,325.73
329.28,329.39,329.04,329.34,325.82
329.34,329.46,328.65,328.67,325.89
328.67,329.05,327.95,328.99,325.97
328.99,329.32,328.86,329.11,326.15
329.11,330.06,328.82,330.02,326.33
331.46,331.93,331.23,331.88,326.54
331.89,332.13,331.74,332,326.74
332,332.16,331.62,331.85,326.92
331.86,332.39,331.86,332.03,327.1
332.04,332.3,331.62,331.64,327.26
331.64,331.94,331.46,331.51,327.41
331.5,331.91,331.43,331.82,327.58
331.82,331.94,331.66,331.87,327.74
331.88,332.02,331.76,331.88,327.9
331.89,332.12,331.87,332.11,328.06
332.11,332.18,331.73,331.88,328.22
331.88,332.11,331.62,331.76,328.36
331.76,332.34,331.18,332.09,328.55
331.52,332.32,331.39,332.28,328.73
332.28,332.64,331.96,332.46,328.89
332.47,332.62,331.13,331.75,329.06
331.75,332.02,331.54,331.58,329.24
331.57,331.85,331.28,331.66,329.44
331.66,332.21,331.59,332.07,329.62
332.07,332.46,331.93,332.42,329.82
332.42,332.55,332.27,332.48,330.02
332.48,332.9,332.34,332.81,330.2
332.82,333.7,332.77,333.64,330.38
333.63,334.15,333.62,334,330.53
334,334.46,333.85,334.13,330.64
334.13,334.36,333.66,334.31,330.76
333.29,334.09,332.86,333.92,330.87
333.92,334.11,333.06,333.71,330.97
333.71,334.59,333.69,334.38,331.07
334.38,334.65,333.73,333.77,331.17
333.77,334.26,333.51,333.55,331.26
333.54,334.38,333.37,334.33,331.37
334.32,334.57,333.84,333.86,331.46
333.86,333.93,332.91,333.67,331.55
333.68,334.06,332.91,333.02,331.62
333.02,333.57,332.3,332.49,331.69
332.48,333.39,332.31,333.29,331.78
333.29,333.86,332.85,333.3,331.87
333.3,334.88,333.12,334.55,331.99
335,335.59,334.97,335.11,332.1
335.12,335.38,334.7,335.34,332.22
335.33,335.4,333.18,333.2,332.3
333.19,334.43,332.96,334.36,332.4
334.36,335.02,334.23,334.92,332.52
334.92,335.03,334.4,334.43,332.62
334.42,335.28,334.34,335.14,332.74
335.15,335.44,335.01,335.23,332.87
335.23,335.36,334.91,335.09,332.99
335.09,335.44,334.94,335.27,333.12
335.27,335.51,334.79,335.48,333.23
335.48,335.77,335.16,335.3,333.29
335.3,335.63,334.88,335.55,333.37
336.86,337.27,336.27,336.4,333.46
336.39,336.54,335.54,336.52,333.55
336.52,336.83,336.1,336.65,333.65
336.65,337.21,336.61,337.12,333.76
337.12,337.2,336.41,336.62,333.85
336.62,337.15,336.25,337.06,333.96
337.06,337.21,336.8,337,334.06
337,337.54,336.8,337.44,334.17
337.44,337.47,336.88,337.22,334.27
337.24,337.39,336.22,336.28,334.36
336.26,336.41,335.75,336.32,334.45
336.32,336.38,333.56,334.81,334.5
334.81,334.82,332.01,332.83,334.51
335.47,336.47,335.43,336.39,334.6
336.39,337.16,336.12,337.11,334.71
337.11,337.5,336.87,337.27,334.82
337.26,337.64,336.91,337.18,334.92
337.18,337.48,336.91,337.23,335.02
337.23,337.81,337.2,337.65,335.12
337.65,337.81,337.01,337.07,335.21
337.07,337.3,336.56,336.67,335.27
336.67,337.92,336.65,337.89,335.35
337.88,337.98,337.61,337.73,335.42
337.73,337.95,337.56,337.87,335.49
337.87,338.28,337.69,338.06,335.57
338.06,338.11,337.25,337.43,335.65
336.58,337.93,336.46,337.91,335.72
337.9,337.98,337.28,337.66,335.8
337.67,337.96,337.5,337.82,335.88
337.82,338.12,337.75,337.85,335.95
337.85,337.87,337.49,337.68,336.03
337.7,338.03,337.69,337.84,336.11
337.84,338.15,337.82,338.11,336.21
338.1,338.25,337.44,337.59,336.32
337.59,337.88,337.06,337.6,336.4
337.6,337.72,336.23,336.88,336.47
336.88,337.1,335.83,336.25,336.51
336.25,337.21,335.96,337.16,336.55
337.16,337.35,336.54,336.85,336.58
336.43,336.76,335.9,336.66,336.65
336.66,336.91,336.17,336.31,336.69
336.32,337.05,336.23,336.55,336.72
336.54,337.23,336.36,337.16,336.77
337.16,337.34,336.74,337.1,336.81
337.1,337.3,336.88,336.95,336.85
336.95,337.3,336.94,336.98,336.89
336.98,337.18,336.79,337.14,336.92
337.14,337.42,337.02,337.42,336.96
337.41,337.41,336.72,336.98,337
336.97,337.15,336.56,336.57,337.02
336.58,336.72,335.85,336.1,337.01
336.1,336.88,335.62,336.87,337.02
337.91,338.17,337.71,337.89,337.04
337.89,337.98,337.48,337.93,337.06
337.93,338.34,337.91,338.02,337.09
338.03,338.19,337.73,338.17,337.11
338.16,338.18,337.74,338.01,337.13
338.02,338.06,337.76,337.84,337.14
337.84,338.19,337.83,338.13,337.15
338.16,338.17,338,338.06,337.19
338.06,338.16,337.96,338.06,337.22
338.06,338.16,337.97,338.06,337.29
338.07,338.14,337.81,337.92,337.39
337.91,337.96,337.58,337.88,337.42
337.88,338.16,337.72,337.87,337.44
338.32,339.07,338.18,338.4,337.46
338.4,338.45,336.77,336.8,337.45
336.8,337.78,336.61,337.77,337.46
337.77,338.31,337.67,338.24,337.47
338.24,338.46,338.24,338.38,337.5
338.38,338.55,338.24,338.49,337.54
338.49,338.8,338.49,338.72,337.55
338.72,338.89,338.49,338.67,337.57
338.67,338.94,338.65,338.73,337.59
338.73,338.88,338.53,338.78,337.6
338.79,338.99,338.7,338.87,337.63
338.87,339.1,338.61,338.78,337.65
338.77,338.93,338.28,338.6,337.67
339.11,339.2,338.62,338.78,337.69
338.78,339.15,338.73,339.14,337.71
339.14,339.33,339.06,339.24,337.74
339.24,339.38,339,339.31,337.77
339.31,339.61,339.26,339.5,337.8
339.5,339.52,339.29,339.41,337.84
339.41,339.43,339.04,339.18,337.87
339.18,339.32,339.11,339.19,337.92
339.18,339.43,339.18,339.37,337.98
339.37,339.59,337.8,338.16,338
338.16,338.8,337.93,338.64,338.03
338.64,338.79,337.7,337.9,338.06
337.89,338.06,336.62,337.21,338.08
335.33,336.78,335.22,336.74,338.08
336.75,337.33,336.52,337.15,338.08
337.15,337.53,336.84,337.16,338.08
337.16,337.26,336.76,337.24,338.09
337.23,337.82,337.09,337.69,338.1
337.69,337.86,337.52,337.59,338.11
337.59,337.71,337.25,337.32,338.11
337.32,337.52,337.13,337.46,338.12
337.47,337.75,337.43,337.58,338.14
337.58,338.12,337.53,338.05,338.18
338.05,338.24,337.89,338.22,338.2
338.22,338.61,337.77,338.03,338.21
338.03,338.8,337.84,338.26,338.21
337.86,338.67,337.55,338.62,338.23
338.64,338.79,337.93,338.48,338.23
338.49,338.94,338.42,338.63,338.24
338.63,338.69,338.18,338.53,338.26
338.55,338.65,337.9,337.97,338.26
337.97,338.79,337.92,338.66,338.27
338.67,338.75,338.48,338.57,338.28
338.57,338.76,338.33,338.58,338.29
338.58,338.96,338.52,338.85,338.31
338.85,339.07,338.68,339.05,338.33
339.05,339.46,339.05,339.35,338.36
339.34,339.72,339.32,339.49,338.38
339.49,339.67,339.12,339.45,338.43
342.13,342.24,341.53,341.88,338.52
341.88,342.41,341.35,342.06,338.59
342.06,342.29,341.06,341.31,338.65
341.31,341.86,341.18,341.42,338.71
341.42,341.98,341.37,341.77,338.77
341.78,342.07,341.67,341.71,338.83
341.72,341.93,341.6,341.69,338.89
341.69,342.06,341.66,341.81,338.95
341.81,341.87,341.5,341.77,339.01
341.78,341.98,341.64,341.78,339.07
341.78,341.79,341.29,341.51,339.13
341.51,341.92,341.14,341.92,339.19
341.91,343,341.8,342.92,339.27
343.53,343.7,342.86,343.35,339.35
343.35,343.36,342.51,342.72,339.42
342.72,342.94,342.27,342.75,339.48
342.75,343.48,342.65,343.13,339.56
343.14,343.2,342.35,342.71,339.63
342.71,343.01,342.35,342.84,339.7
342.84,343.16,342.72,343.06,339.77
343.06,343.35,342.83,343.28,339.88
343.28,343.39,343.15,343.19,339.97
343.19,343.62,343.01,343.59,340.08
343.59,343.8,343.5,343.74,340.21
343.74,344.09,343.53,344.05,340.36
344.04,344.21,343.89,344.1,340.5
344.72,344.8,344.17,344.66,340.65
344.66,344.91,344.45,344.9,340.8
344.9,345.33,344.86,345.24,340.95
345.24,345.47,345.08,345.45,341.11
345.45,346.09,345.37,346,341.28
345.99,347.03,345.9,346.87,341.47
346.88,346.95,346.31,346.61,341.65
346.61,347,346.6,346.68,341.82
346.69,347.03,346.65,347.02,342
347.03,347.86,346.95,347.78,342.19
347.78,347.83,346.36,346.53,342.36
346.54,347.74,346.3,347.72,342.54
347.72,347.81,347.17,347.56,342.72
348.5,349.5,347.46,349.26,342.94
349.26,349.35,347.51,349.21,343.15
349.21,349.64,348.69,349.54,343.38
349.53,349.9,348.77,348.97,343.59
348.98,349.87,348.57,349.54,343.81
349.54,349.55,348.2,348.23,344
348.22,348.57,346.53,347.02,344.16
347.02,348.38,346.62,348.26,344.35
348.26,348.7,347.59,348.66,344.53
348.66,349.4,348.52,349.4,344.73
349.4,349.51,348.88,349.12,344.93
349.12,349.7,348.76,349.45,345.08
349.46,349.57,348.17,348.32,345.2
349.45,349.58,348.61,349.29,345.36
349.29,349.35,348.56,348.85,345.51
348.86,349.13,348.15,348.4,345.64
348.4,349.32,348.26,349.2,345.79
349.19,349.44,349.01,349.3,345.94
349.3,349.52,349.17,349.23,346.09
349.23,349.71,349.07,349.67,346.25
349.68,349.68,348.81,348.81,346.39
348.82,349.42,348.75,349.25,346.55
349.25,349.56,348.99,349.51,346.7
349.5,349.92,349.34,349.78,346.84
349.78,350.61,349.69,350.39,346.98
350.39,350.72,350.24,350.55,347.13
350.35,350.67,349.87,350.03,347.28
350.02,350.49,349.85,350.16,347.42
350.16,350.68,350.1,350.63,347.58
350.63,350.85,349.09,349.47,347.71
349.49,350.39,349.17,350.14,347.85
350.15,350.71,350,350.41,347.99
350.41,350.55,350.09,350.51,348.14
350.51,350.72,350.35,350.58,348.28
350.59,350.88,350.5,350.62,348.42
350.62,350.73,350.33,350.38,348.54
350.38,350.88,350.18,350.78,348.68
350.79,350.83,349.88,350.47,348.79
350.47,351.3,349.77,349.77,348.89
350.24,350.59,349.24,350.47,349
350.48,351.4,350.18,351.38,349.12
351.38,351.4,350.6,350.66,349.21
350.66,351.22,350.39,350.8,349.29
350.8,351.07,350.64,350.76,349.37
350.76,351.18,350.69,350.96,349.46
350.96,351.21,350.8,351.21,349.54
351.21,351.21,350.85,351,349.6
351.01,351.49,350.93,351.32,349.7
351.33,351.81,351.25,351.73,349.78
351.73,351.91,351.6,351.84,349.87
351.84,351.9,351.39,351.52,349.91
351.53,352.69,351.41,352.58,349.98
354.64,354.69,353.53,353.75,350.06
353.75,354.97,353.43,354.95,350.18
354.95,355.29,354.42,354.89,350.29
354.89,355.08,354.11,354.45,350.41
354.45,354.86,353.66,354.79,350.57
354.79,355.51,354.54,355.42,350.71
355.42,355.78,355.34,355.58,350.85
355.58,356.51,355.4,356.46,350.99
356.45,356.74,356.36,356.43,351.14
356.43,356.68,355.81,356.54,351.28
356.54,356.93,356.35,356.75,351.45
356.75,357.9,356.67,357.66,351.62
357.66,358.75,357.48,357.73,351.79
355.85,356.38,355.16,355.8,351.94
355.77,355.92,352.01,352.74,352.01
352.74,353.15,350.35,351.33,352.05
351.33,351.48,345.2,347.28,352.01
347.28,349.4,346.51,348.05,351.98
348.06,348.85,347.14,347.55,351.96
347.55,347.81,345.49,345.66,351.88
345.66,346.98,344.26,346.92,351.83
346.91,346.91,344.7,345.58,351.75
345.59,346.4,344.66,345.52,351.65
345.51,347,343.97,344,351.52
344,344.66,342.79,342.91,351.38
342.91,345.92,342.59,345.56,351.29
346.07,347.83,343.05,343.56,351.14
343.55,344.72,339.08,339.25,350.94
339.24,340.13,334.87,338.42,350.71
338.41,338.79,335.42,336.39,350.42
336.4,339.55,336.27,339.21,350.2
339.22,340.55,338.05,340.5,350
340.5,341.6,340.06,340.91,349.8
340.91,340.91,338.6,339.31,349.58
339.31,340.58,338.46,340.36,349.37
340.36,341.61,339.69,341.5,349.19
341.49,344.63,341.06,344.56,349.09
344.57,345.4,343.31,344.98,348.98
344.99,345.01,342.26,342.51,348.8
336.74,336.98,333.86,336.7,348.52
336.7,337.62,334.8,337.45,348.26
337.45,338.06,335.12,335.85,347.96
335.85,337.36,335.33,336.43,347.67
336.41,336.64,334.43,335.49,347.35
335.49,336.65,335.29,335.83,347.05
335.83,336.99,335.5,336.77,346.76
336.77,337.28,336.02,336.89,346.46
336.88,337.74,336.47,337.17,346.17
337.17,337.56,335.29,335.43,345.85
335.42,335.42,333.03,334.5,345.49
334.49,335.04,332.88,335,345.11
335,335.51,332.88,333.14,344.67
337.52,338.16,336.61,338.16,344.34
338.16,339.84,338.11,339.41,344.04
339.41,339.87,339.02,339.37,343.73
339.39,340.35,338.92,340.03,343.42
340.03,340.56,339.8,340.25,343.12
340.27,340.82,337.14,340.57,342.8
340.57,341.39,340.55,341.15,342.49
341.15,342.23,341.15,341.77,342.2
341.76,342.09,341.04,341.14,341.88
341.15,341.55,340.7,340.98,341.55
340.98,341.99,340.98,341.68,341.23
341.67,342.43,341.67,342.24,340.96
342.24,342.46,339.63,339.76,340.7
341.75,342.43,341.2,341.61,340.51
341.62,342.53,341.3,341.3,340.39
341.3,342.22,338.64,338.8,340.2
338.8,340.82,338.12,340.81,340.07
340.81,340.83,339.16,339.43,339.94
339.43,339.95,338.31,338.84,339.78
338.84,339.16,337.33,338.51,339.64
338.5,339.6,338.22,338.52,339.5
338.52,339.2,337.57,337.78,339.37
337.78,338.51,334.18,334.28,339.2
334.26,336.24,334.11,336.02,339.01
336.03,336.11,332.85,334.02,338.82
334.04,335.65,333.56,333.66,338.71
335.79,336.53,333.94,334.18,338.62
334.17,336.05,333.71,335.46,338.6
335.46,336.59,334.54,335.62,338.53
335.65,336.97,335.26,335.56,338.43
335.55,335.57,334.7,334.8,338.31
334.79,335.86,334.38,335.25,338.23
335.24,335.24,333.06,333.14,338.09
333.14,333.53,331.59,331.7,337.89
331.7,332.73,331,331.48,337.63
331.48,333.13,331.13,332.41,337.38
332.41,334.32,332.4,333.62,337.2
333.6,334.92,332.36,334.71,337.16
334.73,335.36,333.82,334.07,337.09
