,Open,High,Low,Close,next open,UP VS DOWN
239,111.53,111.7,111.22,111.27,111.28,0
240,111.28,111.32,110.62,110.82,110.82,1
241,110.82,111.05,110.6,110.87,110.86,0
242,110.86,111.14,110.39,110.45,110.45,1
243,110.45,110.62,110.23,110.56,110.55,0
244,110.55,110.69,110.09,110.24,110.24,0
245,110.24,110.53,109.93,110.08,110.09,0
246,110.09,110.19,109.18,109.34,109.35,0
247,109.35,109.58,108.48,109.07,109.04,0
248,109.04,109.32,108.73,108.76,108.76,0
249,108.76,109.2,108.2,108.31,108.31,0
250,108.31,108.73,108.1,108.17,108.18,0
251,108.18,108.18,107.37,107.73,109.7,1
252,109.7,110.4,109.34,109.89,109.9,0
253,109.9,110.19,109.15,109.26,109.24,1
254,109.24,110.21,109.17,110.05,110.04,1
255,110.04,111.02,109.96,110.86,110.83,0
256,110.83,110.83,110.27,110.66,110.67,0
257,110.67,110.97,110.38,110.61,110.66,1
258,110.66,111.32,110.52,111.28,111.28,0
259,111.28,111.4,110.95,111.02,111.02,1
260,111.02,111.34,110.86,111.19,111.19,0
261,111.19,111.25,110.59,111.09,111.09,0
262,111.09,111.3,110.8,110.87,110.88,1
263,110.88,111.26,110.73,111.26,111.26,0
264,111.26,111.27,110.79,110.94,110.95,0
265,110.95,111.16,110.75,110.91,110.93,0
266,110.93,111.14,110.76,110.76,110.76,0
267,110.76,110.76,109.54,109.56,109.57,1
268,109.57,110.24,109.55,110.2,110.22,1
269,110.22,110.58,110.18,110.44,110.44,1
270,110.44,111.04,110.32,110.91,110.89,0
271,110.89,110.96,110.54,110.69,110.68,1
272,110.68,110.88,110.56,110.78,110.78,0
273,110.78,110.94,110.23,110.55,110.54,1
274,110.54,110.99,110.5,110.86,110.86,0
275,110.86,111,110.78,110.82,110.82,0
276,110.82,110.9,110.62,110.82,110.81,0
277,110.81,110.94,110.66,110.8,110.81,0
278,110.81,110.85,110.4,110.52,110.57,1
279,110.57,111.12,110.02,110.94,110.95,1
280,110.95,111.3,110.84,110.97,111.02,1
281,111.02,111.21,110.88,111.14,111.13,1
282,111.13,112.27,111.12,112.13,112.12,1
283,112.12,112.61,111.99,112.37,112.35,0
284,112.35,112.47,111.09,111.17,111.17,0
285,111.17,111.39,110.32,111.13,111.14,1
286,111.14,111.66,110.9,111.36,111.37,1
287,111.37,112.1,111.27,111.62,111.64,1
288,111.64,112.28,111.36,112.12,112.13,0
289,112.13,112.19,111.41,111.68,111.69,0
290,111.69,111.73,111.14,111.57,108.88,0
291,108.88,110.56,108.47,109.93,109.95,1
292,109.95,110.64,109.25,109.95,109.96,0
293,109.96,110.2,107.88,108.22,108.25,1
294,108.25,109.25,107.53,109.15,109.13,0
295,109.13,109.15,107.95,108.11,108.1,1
296,108.1,108.73,107.36,108.67,108.68,1
297,108.68,109.93,108.46,109.85,109.85,0
298,109.85,109.9,109,109,109.01,1
299,109.01,109.81,108.45,109.77,109.76,0
300,109.76,110.19,109.35,109.75,109.76,1
301,109.76,110.56,109.53,110.45,110.47,0
302,110.47,110.9,110.2,110.42,110.4,1
303,110.4,111.45,110.27,111.32,111.34,1
304,111.34,111.84,111.2,111.69,111.69,1
305,111.69,112.25,111.53,111.79,111.76,0
306,111.76,112.5,111.69,111.75,111.78,1
307,111.78,113.36,111.48,113.05,113.03,0
308,113.03,113.2,112.41,112.63,112.64,0
309,112.64,112.99,112.29,112.51,112.51,1
310,112.51,112.96,112.35,112.9,112.9,0
311,112.9,112.95,112.51,112.76,112.76,1
312,112.76,113.07,112.52,112.95,112.96,1
313,112.96,113.71,112.95,113.56,113.58,0
314,113.58,113.73,113.15,113.2,113.21,0
315,113.21,113.32,112.31,112.38,112.39,1
316,112.39,113.02,112.38,112.7,112.69,1
317,112.69,113.42,112.62,113.4,113.4,1
318,113.4,113.54,113.06,113.41,113.4,0
319,113.4,113.4,112.75,112.93,112.93,0
320,112.93,113.01,112.34,112.79,112.8,1
321,112.8,113.38,112.78,113.33,113.32,1
322,113.32,113.85,113.32,113.6,113.7,0
323,113.7,113.78,113.23,113.48,113.48,0
324,113.48,113.75,112.63,112.84,112.83,1
325,112.83,113.77,112.63,113.71,113.72,1
326,113.72,113.91,113.51,113.89,113.89,0
327,113.89,113.97,113.36,113.36,113.36,0
328,113.36,113.59,112.93,112.95,112.95,1
329,112.95,113.54,112.94,113.23,119.39,1
330,119.39,119.5,115.67,115.97,115.97,1
331,115.97,117.64,115.93,116.91,116.91,1
332,116.91,117.33,116.06,117.09,117.09,0
333,117.09,117.17,115.4,115.47,115.47,0
334,115.47,115.62,113.7,114.16,114.16,1
335,114.16,115.05,113.59,114.33,114.33,1
336,114.33,115.76,114.27,115.72,115.71,0
337,115.71,115.71,114.4,115.39,115.41,1
338,115.41,115.71,114.61,115.69,115.69,1
339,115.69,116.27,115.38,115.8,115.81,1
340,115.81,117.24,115.81,117.18,117.2,0
341,117.2,117.24,116.64,116.7,116.71,1
342,116.71,117.1,116.27,116.73,116.74,1
343,116.74,117.12,116.48,117.07,117.09,0
344,117.09,117.09,115.48,115.87,115.87,0
345,115.87,116.07,114.82,115.07,115.1,0
346,115.1,115.37,114.39,114.72,114.71,1
347,114.71,115.25,114.41,115.21,115.15,0
348,115.15,115.15,113.18,113.39,113.4,1
349,113.4,114.19,113.35,113.78,113.77,0
350,113.77,113.97,112.88,113.44,113.44,1
351,113.44,114.5,113.25,114.22,114.23,0
352,114.23,114.62,113.52,114.12,114.14,1
353,114.14,115.19,114.14,115.14,115.13,0
354,115.13,115.33,114.36,114.55,114.58,1
355,114.58,115.3,114.58,115.25,115.28,0
356,115.28,115.4,114.63,114.66,114.67,0
357,114.67,115.15,113.62,113.72,113.7,1
358,113.7,114.19,113.59,113.87,113.88,1
359,113.88,114.64,113.86,114.58,114.55,1
360,114.55,115.26,114.47,115.05,115.05,1
361,115.05,115.78,114.74,115.45,115.43,1
362,115.43,116.53,115.4,116.36,116.33,1
363,116.33,117.42,116.01,117.14,117.13,1
364,117.13,117.67,116.68,117.43,117.42,1
365,117.42,118,117.31,117.56,117.55,1
366,117.55,118.12,117.46,117.75,117.75,1
367,117.75,118.6,117.56,118.43,118.43,1
368,118.43,119.35,117.92,119.34,122.24,1
369,122.24,123.49,122.06,123,123,1
370,123,124.35,122.97,123.62,123.61,1
371,123.61,124.05,123.13,123.82,123.82,1
372,123.82,124.95,123.64,124.02,124.04,0
373,124.04,124.14,123.27,123.92,123.92,0
374,123.92,124.03,123.07,123.53,123.53,1
375,123.53,124,123.49,123.87,123.87,0
376,123.87,123.97,122.52,122.55,122.55,1
377,122.55,123.2,122.47,123.04,123.04,1
378,123.04,123.98,122.85,123.98,123.98,1
379,123.98,124.13,123.71,124.06,124.06,1
380,124.06,124.25,123.95,124.08,124.09,1
381,124.09,124.23,123.67,124.12,124.12,1
382,124.12,124.41,124.06,124.26,124.28,1
383,124.28,124.47,124.16,124.47,124.47,0
384,124.47,124.5,123.98,124.16,124.16,1
385,124.16,124.43,123.86,124.24,124.24,1
386,124.24,124.48,124.06,124.32,124.31,1
387,124.31,124.58,124.27,124.33,124.34,0
388,124.34,124.38,123.93,124.16,124.16,0
389,124.16,124.17,123.73,124.13,124.13,1
390,124.13,124.48,123.99,124.45,124.43,1
391,124.43,124.57,124.23,124.5,124.5,0
392,124.5,124.64,123.97,124.14,124.14,0
393,124.14,124.25,123.95,123.99,123.99,0
394,123.99,124.04,123.48,123.9,123.91,1
395,123.91,124.17,123.81,123.98,123.98,0
396,123.98,124.17,123.61,123.62,123.63,1
397,123.63,124.61,123.58,124.56,124.56,1
398,124.56,124.79,124.44,124.68,124.69,1
399,124.69,125.04,124.67,124.98,125,0
400,125,125.13,124.51,124.57,124.56,1
401,124.56,125.04,124.44,124.76,124.76,0
402,124.76,124.94,124.32,124.54,124.52,0
403,124.52,124.63,123.31,123.75,123.78,1
404,123.78,124.31,123.58,124.09,124.09,1
405,124.09,124.47,123.32,124.44,124.44,1
406,124.44,124.82,124.32,124.75,124.75,0
407,124.75,124.78,123.87,124,123.51,0
408,123.51,124.25,122.94,123.43,123.47,1
409,123.47,124.95,123.35,124.79,124.79,0
410,124.79,124.95,124.48,124.74,124.74,1
411,124.74,125.44,124.61,125.44,125.44,0
412,125.44,125.49,124.82,124.99,124.98,0
413,124.98,125.22,124.51,124.62,124.62,1
414,124.62,125,124.33,124.73,124.72,1
415,124.72,124.98,124.47,124.77,124.8,0
416,124.8,125.15,124.42,124.43,124.44,0
417,124.44,124.57,123.91,124.24,124.24,1
418,124.24,124.69,124.21,124.62,124.61,0
419,124.61,124.66,123.33,123.73,123.73,0
420,123.73,124.08,123.55,123.56,123.56,1
421,123.56,124.18,123.56,123.88,123.88,1
422,123.88,124.3,123.87,124.23,124.22,0
423,124.22,124.34,123.17,123.34,123.34,0
424,123.34,123.5,123.01,123.29,123.29,1
425,123.29,123.89,123.21,123.88,123.86,0
426,123.86,124.05,123.65,123.86,123.86,0
427,123.86,124.03,123.61,123.77,123.75,0
428,123.75,123.88,123.31,123.66,123.67,1
429,123.67,123.86,123.2,123.86,123.85,1
430,123.85,124.54,123.79,124.41,124.41,0
431,124.41,124.55,124.27,124.34,124.37,1
432,124.37,124.57,124.21,124.55,124.57,0
433,124.57,124.66,124.22,124.26,124.26,1
434,124.26,124.85,124.19,124.66,124.68,0
435,124.68,124.88,124.41,124.55,124.58,0
436,124.58,124.76,124.1,124.15,124.15,0
437,124.15,124.3,123.4,123.42,123.42,0
438,123.42,123.42,122.34,122.4,122.4,1
439,122.4,123.25,122.34,123.23,123.23,1
440,123.23,123.71,123.01,123.65,123.65,1
441,123.65,123.82,123.51,123.72,123.72,1
442,123.72,123.91,123.37,123.74,123.76,1
443,123.76,124.24,123.58,123.93,123.93,1
444,123.93,124.25,123.64,124.21,124.22,1
445,124.22,124.39,124.12,124.33,124.3,1
446,124.3,125.55,124.19,125.55,126.11,0
447,126.11,126.23,124.91,125.43,125.43,1
448,125.43,125.89,124.91,125.88,125.89,1
449,125.89,126.57,125.75,126.43,126.43,1
450,126.43,126.7,126.18,126.57,126.57,0
451,126.57,127.05,126.28,126.32,126.32,1
452,126.32,126.72,126.08,126.69,126.69,0
453,126.69,126.77,125.74,126.11,126.11,1
454,126.11,126.7,125.9,126.17,126.17,0
455,126.17,126.47,125.91,126.15,126.15,1
456,126.15,127.07,126.15,126.82,126.82,0
457,126.82,127.05,126.38,126.38,126.39,0
458,126.39,126.6,125.94,126.22,126.22,1
459,126.22,126.51,125.95,126.36,126.36,0
460,126.36,126.51,125.75,125.86,125.86,0
461,125.86,126.22,125.62,125.81,125.8,1
462,125.8,126.26,125.8,126.19,126.18,1
463,126.18,126.5,126.11,126.45,126.45,0
464,126.45,126.59,125.82,125.89,125.89,1
465,125.89,126.35,125.8,126.27,126.26,0
466,126.26,126.36,126.01,126.02,126.02,1
467,126.02,126.3,125.9,126.18,126.18,1
468,126.18,126.37,126.08,126.32,126.3,1
469,126.3,126.6,126.23,126.5,126.5,0
470,126.5,126.59,126.34,126.4,126.4,1
471,126.4,126.68,126.31,126.57,126.57,0
472,126.57,126.73,126.24,126.26,126.3,1
473,126.3,126.54,126.29,126.53,126.53,1
474,126.53,126.78,126.51,126.59,126.59,0
475,126.59,126.73,126.38,126.46,126.45,1
476,126.45,126.66,126.4,126.64,126.64,1
477,126.64,126.85,126.56,126.68,126.68,0
478,126.68,126.71,126.44,126.57,126.55,0
479,126.55,126.55,126.02,126.44,126.44,0
480,126.44,126.55,125.95,125.95,125.97,1
481,125.97,126.41,125.91,126.34,126.34,0
482,126.34,126.46,126.13,126.21,126.23,1
483,126.23,126.7,126.05,126.3,126.3,0
484,126.3,126.34,125.46,125.5,125.5,1
485,125.5,126.59,125.12,126.48,126.1,0
486,126.1,126.77,125.49,125.71,125.72,0
487,125.72,126.2,125.58,125.68,125.68,1
488,125.68,126.74,125.22,126.72,126.74,0
489,126.74,126.84,126.37,126.67,126.67,1
490,126.67,127.42,126.6,127.19,127.19,1
491,127.19,127.69,127.11,127.24,127.24,0
492,127.24,127.44,126.99,127.04,127.04,0
493,127.04,127.1,125.72,126.08,126.07,1
494,126.07,126.69,125.47,126.53,126.53,1
495,126.53,127.14,126.34,126.97,127,1
496,127,127.12,126.74,127.08,127.08,0
497,127.08,127.45,126.57,126.66,126.65,1
498,126.65,127.27,126.52,126.94,126.95,1
499,126.95,127.35,126.53,127.05,127.05,0
500,127.05,127.17,126.73,126.98,127,1
501,127,127.64,126.87,127.52,127.52,1
502,127.52,127.85,127.32,127.7,127.71,1
503,127.71,128.19,127.68,127.83,127.83,1
504,127.83,128.16,127.58,128.06,128.06,1
505,128.06,128.19,127.88,128.19,128.18,1
506,128.18,128.6,128.18,128.56,128.59,0
507,128.59,128.59,128.2,128.3,128.3,1
508,128.3,128.58,128.29,128.42,128.43,1
509,128.43,128.9,128.43,128.66,128.66,1
510,128.66,128.93,128.57,128.82,128.82,1
511,128.82,129.08,128.52,129.08,129.07,1
512,129.07,129.44,128.97,129.33,129.33,1
513,129.33,130.08,129.3,130.06,130.07,0
514,130.07,130.2,129.88,130.03,130.03,1
515,130.03,130.54,130.03,130.49,130.49,1
516,130.49,130.95,130.46,130.79,130.79,0
517,130.79,131.12,130.68,130.79,130.79,1
518,130.79,131.41,130.79,131.18,131.18,0
519,131.18,131.39,130.8,131.03,131.03,1
520,131.03,131.85,131.01,131.79,131.79,0
521,131.79,131.93,131.03,131.42,131.42,0
522,131.42,131.67,130.89,131.35,131.35,0
523,131.35,131.45,130.74,130.74,130.74,1
524,130.74,131.53,130.63,131.35,130.56,0
525,130.56,130.86,129.74,130.07,130.07,1
526,130.07,131.07,129.81,131.01,131.02,1
527,131.02,131.25,130.69,131.11,131.11,0
528,131.11,131.2,130.03,130.7,130.7,0
529,130.7,131.11,130.13,130.2,130.18,1
530,130.18,130.48,129.67,130.41,130.41,1
531,130.41,131.11,130.36,130.58,130.58,1
532,130.58,130.99,130.4,130.93,130.93,1
533,130.93,131.82,130.71,131.55,131.54,0
534,131.54,131.68,130.86,131.13,131.13,0
535,131.13,131.32,130,130.03,130.03,0
536,130.03,130.38,129.55,129.58,129.6,1
537,129.6,130.26,129.54,129.89,129.89,1
538,129.89,130.2,129.78,130.07,130.04,0
539,130.04,130.05,128.5,128.55,128.55,0
540,128.55,128.89,128.03,128.31,128.31,1
541,128.31,129.26,128.3,129.08,129.05,1
542,129.05,129.39,128.9,129.29,129.3,1
543,129.3,129.63,128.9,129.36,129.35,0
544,129.35,129.39,127.77,127.79,127.79,0
545,127.79,128.21,127.23,127.27,127.26,0
546,127.26,127.37,126.14,126.24,126.21,0
547,126.21,126.36,125.25,125.46,125.46,1
548,125.46,126.24,125.15,126.14,126.16,1
549,126.16,127.03,125.85,126.98,126.96,0
550,126.96,127.07,125.3,125.42,125.42,0
551,125.42,125.7,124.82,125.09,125.06,0
552,125.06,126.08,124.6,124.84,124.84,0
553,124.84,125.73,124.62,124.65,124.65,0
554,124.65,124.96,123.69,123.95,123.98,1
555,123.98,125.06,123.79,124.89,124.9,1
556,124.9,125.33,124.18,125.05,125.05,1
557,125.05,125.55,124.77,125.39,125.41,1
558,125.41,126.47,125.34,126.21,126.21,0
559,126.21,126.36,125.03,125.97,125.94,0
560,125.94,126.55,125.32,125.44,125.44,1
561,125.44,126.41,125.28,126.38,126.38,1
562,126.38,127.34,126.12,127.18,127.17,0
563,127.17,127.29,126.5,126.95,127.27,1
564,127.27,127.5,126.56,127.23,127.23,0
565,127.23,127.61,126.82,126.89,126.88,0
566,126.88,127.1,124.82,125.32,125.37,0
567,125.37,125.55,124.5,125.01,125,1
568,125,125.5,124.61,125.15,125.15,0
569,125.15,125.18,124.14,124.72,124.72,0
570,124.72,124.76,123.91,123.91,123.91,0
571,123.91,124.14,121.72,122,121.98,0
572,121.98,122.16,120.66,120.69,120.69,1
573,120.69,122.14,120.17,122.02,122.02,1
574,122.02,122.56,121.88,122.12,122.16,1
575,122.16,123.1,121.86,122.97,122.97,1
576,122.97,123.31,122.74,122.99,122.99,0
577,122.99,123.08,122.2,122.7,122.7,1
578,122.7,123.91,122.69,123.65,123.65,1
579,123.65,124.04,123.47,123.86,123.86,0
580,123.86,123.91,123.32,123.77,123.76,0
581,123.76,123.95,122.94,122.99,122.99,1
582,122.99,123.75,122.87,123.62,123.62,1
