,Open,High,Low,Close,next open,UP VS DOWN
583,123.62,125.08,123.56,125,125,1
584,125,125.41,124.87,125.07,125.08,1
585,125.08,125.9,124.99,125.9,125.91,0
586,125.91,126.08,125.33,125.72,125.72,1
587,125.72,125.92,125.37,125.77,125.77,0
588,125.77,125.87,125.22,125.48,125.47,0
589,125.47,125.51,124.61,124.69,124.68,0
590,124.68,125.03,124.41,124.67,124.67,1
591,124.67,125.35,124.51,124.97,124.94,0
592,124.94,125,124.45,124.73,124.71,1
593,124.71,125.03,124.47,124.94,124.95,0
594,124.95,125.03,124.67,124.73,124.73,0
595,124.73,124.93,123.96,124.25,124.22,1
596,124.22,125.48,124.2,125.4,125.4,1
597,125.4,125.82,125.18,125.43,125.43,0
598,125.43,125.6,124.83,125.09,125.07,0
599,125.07,125.44,124.11,124.36,124.34,1
600,124.34,124.89,124.26,124.49,124.55,0
601,124.55,124.7,124.07,124.17,124.16,1
602,124.16,125.3,124.02,125.28,123.56,0
603,123.56,123.65,121.16,122.96,122.93,1
604,122.93,124.07,122.42,123.62,123.65,0
605,123.65,123.81,122.28,122.84,122.84,0
606,122.84,123.05,120.66,121.14,121.14,1
607,121.14,122.29,121.14,122.22,122.24,1
608,122.24,122.78,122.05,122.58,122.58,1
609,122.58,123.37,121.63,123.37,123.37,0
610,123.37,123.39,122.5,122.67,122.72,1
611,122.72,123.2,122.24,122.9,122.87,1
612,122.87,124.25,122.87,124.24,124.24,0
613,124.24,124.57,123.9,124.12,124.11,1
614,124.11,125.04,124.04,124.75,124.75,0
615,124.75,124.8,123.9,124.19,124.18,0
616,124.18,124.38,123.72,124.14,124.14,0
617,124.14,124.21,123.16,123.47,123.48,1
618,123.48,123.99,123.05,123.97,123.98,1
619,123.98,124.79,123.76,124.57,124.57,1
620,124.57,125.1,124.33,124.79,124.79,1
621,124.79,125.06,124.45,125.06,125.06,1
622,125.06,125.45,124.89,125.1,125.1,0
623,125.1,125.25,124.48,124.68,124.68,1
624,124.68,124.92,124.33,124.7,124.72,0
625,124.72,124.82,123.91,124.28,124.28,1
626,124.28,125.03,123.89,124.77,124.78,0
627,124.78,124.8,123.99,124.04,124.04,0
628,124.04,124.12,123.46,123.46,123.47,1
629,123.47,124.23,123.34,124.07,124.08,0
630,124.08,124.35,123.89,124.03,124.03,0
631,124.03,124.09,122.49,122.95,122.95,0
632,122.95,123.1,122.18,122.26,122.26,0
633,122.26,122.72,121.69,122.1,122.12,1
634,122.12,122.9,122.05,122.45,122.43,1
635,122.43,122.85,122,122.77,122.77,0
636,122.77,122.98,121.39,121.53,121.53,0
637,121.53,122.29,119.37,119.84,119.84,1
638,119.84,121,119.6,120.83,120.83,0
639,120.83,120.84,119.12,119.79,119.79,0
640,119.79,120.04,118.39,118.77,118.77,0
641,118.77,118.77,117.39,118.18,121.13,1
642,121.13,122.6,121.1,122.07,122.06,1
643,122.06,123.48,121.93,123.4,123.42,1
644,123.42,124.54,123.01,124.4,124.4,0
645,124.4,124.75,124.08,124.22,124.2,1
646,124.2,124.98,124.03,124.58,124.59,1
647,124.59,125.67,124.47,125.4,125.39,0
648,125.39,125.76,125.2,125.2,125.21,0
649,125.21,125.6,124.88,125.18,125.18,1
650,125.18,126.09,125.18,125.85,125.85,1
651,125.85,126.13,125.54,125.87,125.89,1
652,125.89,126.27,125.67,126.25,126.25,0
653,126.25,126.47,125.97,126.14,126.12,0
654,126.12,126.54,125.7,126.01,126.06,1
655,126.06,126.63,126.02,126.42,126.44,1
656,126.44,126.8,126.21,126.65,126.66,1
657,126.66,127.33,126.62,127.28,127.29,0
658,127.29,127.42,127.04,127.12,127.13,1
659,127.13,127.68,127.09,127.46,127.46,1
660,127.46,127.59,127.24,127.58,127.58,0
661,127.58,127.72,127.12,127.14,127.14,0
662,127.14,127.23,126.43,126.54,126.55,1
663,126.55,126.95,126.5,126.67,126.67,0
664,126.67,127.06,126.4,126.56,126.56,0
665,126.56,126.82,126.13,126.28,126.27,1
666,126.27,127.02,126.24,127,126.99,1
667,126.99,127.61,126.92,127.57,127.56,1
668,127.56,128.24,127.49,128.11,128.13,0
669,128.13,128.36,127.83,127.88,127.89,1
670,127.89,128.14,127.82,127.99,127.98,0
671,127.98,128.33,127.88,127.89,127.88,0
672,127.88,128.07,127.43,127.47,127.47,1
673,127.47,127.83,127.44,127.66,127.67,0
674,127.67,127.77,127.13,127.42,127.42,0
675,127.42,127.7,127.23,127.28,127.27,1
676,127.27,128.04,127.22,128.01,128,0
677,128,128.01,127.39,127.45,127.45,0
678,127.45,127.59,126.35,127.08,127.09,1
679,127.09,127.48,126.93,127.21,127.21,0
680,127.21,127.68,126.68,127.14,128.19,1
681,128.19,129.74,127.77,129.68,129.71,0
682,129.71,129.96,128.4,128.61,128.61,1
683,128.61,129.52,128.03,129.47,129.47,0
684,129.47,129.49,128.65,129,129.01,0
685,129.01,129.16,128.17,128.7,128.72,1
686,128.72,129.94,128.72,129.83,129.83,1
687,129.83,130.39,129.75,130.28,130.25,1
688,130.25,130.57,129.97,130.53,130.53,0
689,130.53,130.62,129.9,130.26,130.26,1
690,130.26,130.98,130.25,130.85,130.85,0
691,130.85,130.88,130.43,130.72,130.7,0
692,130.7,130.74,130.15,130.29,130.32,0
693,130.32,130.38,129.76,130.07,130.07,0
694,130.07,130.22,129.51,130.05,130.07,1
695,130.07,130.32,129.89,130.08,130.1,1
696,130.1,130.69,130.03,130.4,130.39,1
697,130.39,130.7,130.29,130.5,130.5,1
698,130.5,130.69,130.42,130.53,130.53,1
699,130.53,130.89,130.49,130.61,130.64,1
700,130.64,130.92,130.59,130.81,130.81,1
701,130.81,131,130.52,130.96,130.96,0
702,130.96,131.18,130.12,130.18,130.15,0
703,130.15,130.46,129.7,129.84,129.85,0
704,129.85,129.92,128.78,129.16,129.17,0
705,129.17,129.4,128.31,128.81,128.81,1
706,128.81,129.62,128.64,129.51,129.51,0
707,129.51,129.77,129.17,129.27,129.27,0
708,129.27,129.47,128.4,128.63,128.63,0
709,128.63,128.69,127.77,127.83,127.83,1
710,127.83,128.08,126.87,127.91,127.91,0
711,127.91,128.24,127.07,127.38,127.38,1
712,127.38,128.38,127.28,127.81,127.79,0
713,127.79,127.79,126.53,127.25,127.25,0
714,127.25,127.79,126.89,127.22,127.21,1
715,127.21,128.17,126.98,127.94,127.95,1
716,127.95,128.57,127.88,128.54,128.55,0
717,128.55,128.92,128.18,128.25,128.25,0
718,128.25,128.54,127.75,128.03,128.02,0
719,128.02,128.33,127.68,127.89,128.72,1
720,128.72,129.19,127.54,128.98,128.98,0
721,128.98,129.08,126.96,127.1,127.08,1
722,127.08,128.35,126.8,128.05,128.05,0
723,128.05,128.5,127.21,127.44,127.44,0
724,127.44,127.87,126.12,126.22,126.24,0
725,126.24,126.7,125.59,125.7,125.74,1
726,125.74,126.68,125.41,126.56,126.57,1
727,126.57,127.32,126.56,127.17,127.17,0
728,127.17,127.42,125.95,126.1,126.07,1
729,126.07,126.81,125.73,126.7,126.69,0
730,126.69,126.96,126.32,126.5,126.52,1
731,126.52,127.3,126.38,127.22,127.22,1
732,127.22,127.77,127.08,127.42,127.42,0
733,127.42,127.6,126.77,127.04,127.04,0
734,127.04,127.13,126.36,126.87,126.87,1
735,126.87,127.39,126.75,127.29,127.3,0
736,127.3,127.49,126.79,127.02,127.02,1
737,127.02,127.51,126.92,127.29,127.29,1
738,127.29,128.09,127.26,128.03,128.04,0
739,128.04,128.22,127.88,128,128.02,0
740,128.02,128.15,127.74,127.86,127.86,0
741,127.86,127.94,127.13,127.27,127.24,1
742,127.24,127.92,127.18,127.85,127.85,0
743,127.85,127.9,127.64,127.82,127.83,0
744,127.83,128.02,127.38,127.7,127.7,0
745,127.7,127.78,127.28,127.48,127.46,1
746,127.46,127.76,127.12,127.75,127.74,0
747,127.74,127.74,127.07,127.28,127.3,0
748,127.3,127.47,126.97,127.01,127.03,1
749,127.03,127.19,126.6,127.1,127.1,1
750,127.1,127.54,127.1,127.28,127.28,0
751,127.28,127.32,126.95,127.02,127,1
752,127,127.25,126.88,127.09,127.1,0
753,127.1,127.31,126.76,126.97,126.91,0
754,126.91,126.92,126.19,126.29,126.29,1
755,126.29,126.76,126.17,126.53,126.51,0
756,126.51,126.71,126.28,126.5,126.5,0
757,126.5,126.67,126.23,126.3,126.3,1
758,126.3,127.72,126.22,127.52,129.94,1
759,129.94,130.62,129.66,130.2,130.2,1
760,130.2,130.75,130.2,130.45,130.45,1
761,130.45,131.23,130.45,131.11,131.15,0
762,131.15,131.54,130.96,131.02,131.05,0
763,131.05,131.09,130.28,130.28,130.28,1
764,130.28,130.92,130.21,130.92,130.92,1
765,130.92,131.25,130.84,131.08,131.08,0
766,131.08,131.1,130.68,130.89,130.89,0
767,130.89,131.23,130.84,130.87,130.87,0
768,130.87,130.87,130.31,130.71,130.71,1
769,130.71,131.21,130.69,131.12,131.12,0
770,131.12,131.18,130.78,131.08,131.08,0
771,131.08,131.13,130.49,130.55,130.56,0
772,130.56,130.68,130.26,130.49,130.49,1
773,130.49,130.78,130.39,130.77,130.76,0
774,130.76,130.94,130.68,130.76,130.75,0
775,130.75,130.8,130.51,130.61,130.61,1
776,130.61,131.05,130.56,130.77,130.77,1
777,130.77,130.98,130.72,130.98,130.99,1
778,130.99,131.34,130.85,131.3,131.3,1
779,131.3,131.48,131.26,131.41,131.41,1
780,131.41,131.66,131.28,131.65,131.65,1
781,131.65,131.8,131.53,131.68,131.67,0
782,131.67,131.69,131.32,131.45,131.49,1
783,131.49,131.78,131.44,131.65,131.65,1
784,131.65,131.77,131.57,131.67,131.66,0
785,131.66,131.66,131.31,131.58,131.56,0
786,131.56,131.64,131.33,131.58,131.59,1
787,131.59,131.97,131.57,131.91,131.91,0
788,131.91,132,131.74,131.84,131.84,1
789,131.84,132.12,131.83,132.09,132.09,0
790,132.09,132.09,131.84,131.87,131.87,1
791,131.87,132.11,131.76,132.1,132.1,0
792,132.1,132.11,131.66,131.78,131.78,1
793,131.78,131.95,131.56,131.9,131.9,1
794,131.9,132.14,131.73,132.11,132.11,1
795,132.11,132.22,131.99,132.13,132.13,1
796,132.13,132.36,132.13,132.19,132.22,0
797,132.22,132.36,131.56,131.83,133.36,1
798,133.36,135.22,133.3,135,135.01,0
799,135.01,135.11,134.39,134.88,134.88,0
800,134.88,134.99,133.17,133.85,133.84,0
801,133.84,134.05,132.28,132.32,132.31,1
802,132.31,133.59,132.11,133.36,133.36,0
803,133.36,133.45,131.6,131.66,131.66,1
804,131.66,132.67,131.29,132.48,132.44,1
805,132.44,133.42,132.14,133.36,133.36,1
806,133.36,133.88,133.35,133.78,133.78,1
807,133.78,134.23,133.45,134.19,134.19,0
808,134.19,134.25,133.8,133.9,133.92,1
809,133.92,134.38,133.58,134.06,134.06,1
810,134.06,134.33,133.95,134.2,134.2,0
811,134.2,134.38,133.88,133.93,133.93,1
812,133.93,134.46,133.89,134.32,134.32,1
813,134.32,134.75,134.19,134.58,134.58,1
814,134.58,134.86,134.47,134.69,134.69,1
815,134.69,134.87,134.53,134.76,134.76,1
816,134.76,135.3,134.75,135.02,135.03,0
817,135.03,135.34,134.85,134.97,134.97,0
818,134.97,135.07,134.68,134.83,134.84,1
819,134.84,135.2,134.6,135.14,135.14,0
820,135.14,135.21,134.93,135.06,135.09,0
821,135.09,135.16,134.62,135.05,135.04,1
822,135.04,135.32,135.04,135.31,135.31,0
823,135.31,135.41,135.14,135.29,135.3,0
824,135.3,135.31,135.01,135.06,135.06,0
825,135.06,135.07,134.67,135.05,135.05,1
826,135.05,135.24,134.7,135.21,135.19,1
827,135.19,135.49,135.14,135.36,135.36,1
828,135.36,135.55,135.31,135.48,135.48,1
829,135.48,135.68,135.35,135.68,135.68,1
830,135.68,135.92,135.61,135.77,135.77,0
831,135.77,135.92,135.55,135.67,135.67,1
832,135.67,136.31,135.62,136.22,136.22,0
833,136.22,136.4,135.74,135.93,135.91,0
834,135.91,136.21,135.68,135.68,135.72,1
835,135.72,136.23,135.63,135.92,135.94,0
836,135.94,135.96,135.39,135.66,135.66,1
837,135.66,136.4,134.8,135.76,135.76,0
838,135.76,135.76,133.91,134.02,134.02,1
839,134.02,134.44,133.48,134.2,134.18,1
840,134.18,135.09,133.98,134.85,134.85,1
841,134.85,135.64,134.73,135.57,135.59,1
842,135.59,135.93,135.27,135.91,135.91,1
843,135.91,136.31,135.75,136.16,136.18,0
844,136.18,136.26,135.46,135.96,135.96,1
845,135.96,136.19,135.73,136.07,136.07,0
846,136.07,136.47,135.77,135.85,135.9,1
847,135.9,136.19,135.4,135.89,135.89,1
848,135.89,136.15,135.78,136.15,136.14,1
849,136.14,136.7,136.07,136.52,136.52,1
850,136.52,136.74,136.37,136.56,136.56,1
851,136.56,137.01,136.45,136.96,136.96,0
852,136.96,137.21,136.8,136.83,136.83,0
853,136.83,137.01,136.6,136.7,136.68,0
854,136.68,136.88,136.53,136.66,136.65,0
855,136.65,136.7,136.31,136.62,136.62,0
856,136.62,136.63,136.18,136.37,136.39,1
857,136.39,136.74,136.39,136.68,136.69,0
858,136.69,136.73,136.39,136.42,136.45,1
859,136.45,136.71,136.35,136.61,136.61,0
860,136.61,136.67,136.44,136.55,136.57,1
861,136.57,137.01,136.55,137.01,137.01,0
862,137.01,137.01,136.77,136.89,136.91,0
863,136.91,136.93,136.6,136.79,136.79,0
864,136.79,136.95,135.42,135.99,135.99,0
865,135.99,136.01,134.18,134.18,134.19,0
866,134.19,134.47,132.75,133.74,133.74,1
867,133.74,134.49,133.35,134.18,134.18,1
868,134.18,134.66,133.76,134.5,134.5,1
869,134.5,135.34,134.46,134.9,134.9,0
870,134.9,135.02,134.35,134.69,134.74,0
871,134.74,134.95,134.14,134.21,134.21,0
872,134.21,134.39,133.57,133.86,133.82,0
873,133.82,134.12,133.49,133.53,133.53,0
874,133.53,134.11,132.65,132.75,132.74,1
875,132.74,133.24,132.29,133.06,131.75,0
876,131.75,133.44,131.17,132.89,132.89,1
877,132.89,134.26,132.78,134.03,134.05,1
878,134.05,135.05,133.8,134.75,134.71,0
879,134.71,135.18,134.35,134.72,134.74,0
880,134.74,134.92,134.28,134.49,134.49,1
881,134.49,134.67,134.06,134.6,134.58,0
882,134.58,134.81,134.28,134.36,134.36,1
883,134.36,135.09,134.21,135.09,135.08,1
884,135.08,135.81,135.08,135.63,135.63,0
885,135.63,135.69,134.7,134.81,134.81,1
886,134.81,135.14,134.66,134.93,134.91,1
887,134.91,135.84,134.79,135.75,135.75,1
888,135.75,136.4,135.55,136.31,136.31,0
889,136.31,136.34,136.04,136.08,136.08,1
890,136.08,136.73,136.04,136.55,136.55,0
891,136.55,136.65,136.25,136.38,136.38,0
892,136.38,136.7,136.14,136.15,136.17,0
893,136.17,136.49,136.05,136.11,136.1,1
894,136.1,136.27,135.91,136.22,136.22,0
895,136.22,136.26,135.81,135.83,135.82,0
896,135.82,136.09,135.69,135.83,135.83,0
897,135.83,136.13,135.48,135.75,135.76,1
898,135.76,136.25,135.72,136.25,136.25,1
899,136.25,136.44,136.2,136.39,136.4,1
900,136.4,136.62,136.35,136.46,136.43,0
901,136.43,136.69,136.04,136.16,136.18,1
902,136.18,136.75,136.14,136.63,136.62,1
903,136.62,136.87,136.52,136.77,136.77,1
904,136.77,136.93,136.55,136.89,136.89,1
905,136.89,137.61,136.79,137.49,137.49,0
906,137.49,137.71,137.38,137.49,137.47,1
907,137.47,138.04,137.35,137.85,137.85,1
908,137.85,138.07,137.56,138.06,138.04,1
909,138.04,138.59,138.02,138.56,138.56,0
910,138.56,138.69,138.02,138.02,138.03,1
911,138.03,138.19,137.59,138.05,138.04,1
912,138.04,138.67,137.83,138.64,138.65,1
913,138.65,139.19,138.57,138.71,138.68,0
914,138.68,138.83,138.31,138.38,138.59,0
915,138.59,138.96,137.92,138.07,138.09,1
916,138.09,139.55,137.8,139.16,139.13,1
917,139.13,139.38,138.29,139.2,139.23,0
918,139.23,139.39,138.25,138.91,138.92,1
919,138.92,139.37,138.39,139.27,139.27,1
920,139.27,140.39,138.89,140.25,140.25,1
921,140.25,141.03,140.23,140.72,140.73,1
922,140.73,141.1,140.42,140.77,140.77,1
923,140.77,141.48,140.71,141.05,141.05,0
924,141.05,141.17,139.94,140.01,140.01,0
925,140.01,140.43,139.77,139.91,139.97,1
926,139.97,140.81,139.95,140.76,140.79,0
927,140.79,140.82,139.62,139.86,139.86,1
928,139.86,140.09,139.43,139.87,139.92,0
929,139.92,140.04,138.9,139.1,139.08,1
930,139.08,140.34,138.9,140.09,140.06,1
931,140.06,140.82,140.05,140.7,140.7,1
932,140.7,140.82,140.53,140.78,140.78,0
933,140.78,140.94,140.54,140.56,140.56,1
934,140.56,140.9,140.54,140.8,140.8,0
935,140.8,140.92,140.32,140.79,140.86,0
936,140.86,140.93,140.01,140.56,140.52,0
937,140.52,140.76,140.28,140.49,140.48,0
938,140.48,140.48,140.03,140.34,140.33,1
939,140.33,140.75,140.05,140.64,140.64,0
940,140.64,140.83,140.17,140.53,140.54,0
941,140.54,140.55,139.89,140.27,140.28,1
942,140.28,140.6,140.13,140.58,140.58,1
943,140.58,140.8,140.35,140.78,140.8,1
944,140.8,140.89,140.52,140.83,140.83,1
945,140.83,141.19,140.76,140.84,140.84,1
946,140.84,141.32,140.67,141.03,141.07,1
947,141.07,141.56,141.02,141.37,141.37,1
948,141.37,142.01,141.31,141.76,141.76,0
949,141.76,141.89,141.37,141.44,141.44,1
950,141.44,141.83,141.37,141.53,141.53,0
951,141.53,141.62,140.97,141.21,141.21,0
952,141.21,141.24,140.45,140.91,140.9,1
953,140.9,141.56,140.74,141.3,146.26,1
954,146.26,147.26,146.04,147.21,147.21,0
955,147.21,147.56,146.69,146.79,146.79,0
956,146.79,147.03,143.56,145.11,145.12,0
957,145.12,145.2,142.73,143.27,143.27,1
958,143.27,145.36,143.05,145.26,145.26,0
959,145.26,145.44,144.2,144.24,144.24,0
960,144.24,144.3,143.11,143.97,143.97,0
961,143.97,143.97,141.83,142.52,142.53,0
962,142.53,142.61,140.44,141.12,141.12,1
963,141.12,143.05,140.79,142.88,142.88,0
964,142.88,143.31,142.22,142.65,142.65,0
965,142.65,142.81,141.44,141.55,141.55,1
966,141.55,142.9,141.53,142.8,142.81,1
967,142.81,143.75,142.77,143.47,143.47,1
968,143.47,143.86,142.99,143.58,143.58,1
969,143.58,144.36,143.49,143.98,143.98,1
970,143.98,144.54,143.88,144.33,144.33,0
971,144.33,144.43,143.41,143.53,143.54,1
972,143.54,143.83,143.23,143.61,143.61,0
973,143.61,143.78,142.91,143.6,143.59,0
974,143.59,143.6,143.05,143.24,143.24,1
975,143.24,144.33,142.94,144.32,144.33,0
976,144.33,144.35,143.79,143.81,143.81,0
977,143.81,144.03,143.32,143.32,143.32,0
978,143.32,143.52,142.83,143.14,143.14,0
979,143.14,143.28,142.38,142.61,142.61,1
980,142.61,143.42,142.51,143.18,143.18,1
981,143.18,143.52,142.76,143.32,143.34,1
982,143.34,143.74,143.13,143.47,143.48,0
983,143.48,143.49,142.68,142.82,142.82,0
984,142.82,143.02,142.08,142.27,142.27,0
985,142.27,142.4,141.84,142.08,142.08,0
986,142.08,142.2,141.56,141.95,141.95,0
987,141.95,142.22,141.28,141.37,141.31,1
988,141.31,142.24,141.09,142.18,142.18,1
989,142.18,142.8,142.01,142.75,142.75,1
990,142.75,143.04,142.51,142.99,142.99,0
991,142.99,143.43,142.76,142.84,142.84,1
992,142.84,144.05,142.79,143.95,142.92,0
993,142.92,144.01,142.07,143.07,143.09,1
994,143.09,144.2,142.45,143.58,143.58,1
995,143.58,143.83,142.4,143.83,143.81,0
996,143.81,143.83,142.61,142.72,142.72,1
997,142.72,144.7,142.58,144.45,144.45,0
998,144.45,144.55,143.31,143.53,143.54,1
999,143.54,144.46,142.96,144.31,144.31,0
1000,144.31,144.8,143.69,143.94,143.94,1
1001,143.94,144.66,143.58,144.66,144.66,1
1002,144.66,145.33,144.43,145.33,145.33,1
1003,145.33,146.32,145.14,146.3,146.3,0
1004,146.3,146.4,145.22,145.42,145.44,0
1005,145.44,145.54,144.68,144.8,144.76,0
1006,144.76,145.24,144.28,144.75,144.75,1
1007,144.75,145.31,144.68,145.11,145.11,0
1008,145.11,145.31,144.45,144.91,144.9,0
1009,144.9,144.93,143.94,144.53,144.56,1
1010,144.56,145.18,144.42,144.96,144.96,1
1011,144.96,145.43,144.76,145.37,145.38,0
1012,145.38,145.65,145.16,145.24,145.24,1
1013,145.24,145.42,145.11,145.36,145.34,0
1014,145.34,145.51,144.9,145.25,145.25,1
1015,145.25,145.66,145.07,145.63,145.63,1
1016,145.63,145.9,145.43,145.79,145.79,0
1017,145.79,145.94,145.41,145.65,145.65,0
1018,145.65,146.02,145.45,145.57,145.61,0
1019,145.61,145.73,145.36,145.44,145.45,1
1020,145.45,145.65,145.15,145.6,145.6,1
1021,145.6,146.1,145.3,145.92,145.94,1
1022,145.94,146.25,145.87,146.21,146.21,0
1023,146.21,146.55,146.1,146.19,146.19,1
1024,146.19,146.56,146.05,146.47,146.48,1
1025,146.48,146.73,146.28,146.65,146.64,1
1026,146.64,146.82,146.37,146.76,146.75,1
1027,146.75,147.23,146.73,147.16,147.16,0
1028,147.16,147.26,146.8,147.14,147.14,1
1029,147.14,147.36,146.99,147.33,147.3,0
1030,147.3,147.42,146.92,146.99,146.96,1
1031,146.96,147.45,146.87,147.3,149.33,1
1032,149.33,150.38,149.08,149.73,149.69,1
1033,149.69,150.34,149.43,150.31,150.31,0
1034,150.31,150.31,149.16,149.99,149.99,0
1035,149.99,150.32,149.42,149.97,149.94,1
1036,149.94,150.3,149.48,150.1,150.11,1
1037,150.11,150.84,149.9,150.72,150.72,1
1038,150.72,151.35,150.69,151.33,151.33,1
1039,151.33,151.93,151.3,151.93,151.93,0
1040,151.93,152.1,151.55,151.91,151.93,1
1041,151.93,152.47,151.93,152.34,152.37,0
1042,152.37,152.53,151.82,152.02,152.02,1
1043,152.02,152.76,151.94,152.72,152.72,1
1044,152.72,153.31,152.67,153.25,153.25,1
1045,153.25,154.02,153.25,153.64,153.64,1
1046,153.64,154.15,153.53,153.92,153.92,1
1047,153.92,154.74,153.48,154.64,154.63,1
1048,154.63,155.53,154.58,155.5,155.5,1
1049,155.5,156.13,155.21,155.81,155.81,0
1050,155.81,155.97,154.99,155.14,155.14,0
1051,155.14,155.17,154.1,154.36,154.37,1
1052,154.37,154.96,154.29,154.38,154.38,1
1053,154.38,155.37,154.38,154.89,154.9,1
1054,154.9,155.34,154.69,155.29,155.29,0
1055,155.29,155.67,154.95,155.17,155.17,1
1056,155.17,155.85,155.14,155.71,155.71,1
1057,155.71,155.82,155.34,155.76,155.76,1
1058,155.76,156.02,155.5,156.01,156.02,1
1059,156.02,156.5,155.83,156.37,156.37,0
1060,156.37,156.45,156.02,156.32,156.31,1
1061,156.31,156.72,156.27,156.67,156.67,0
1062,156.67,156.79,154.76,155.05,155.09,0
1063,155.09,155.42,153.91,154.84,154.85,0
1064,154.85,154.98,153.06,153.7,153.7,1
1065,153.7,155.07,153.23,155.01,155.01,1
1066,155.01,155.68,154.88,155.2,155.2,1
1067,155.2,156.2,154.94,156.15,156.19,0
1068,156.19,156.31,155.47,155.81,155.81,1
1069,155.81,156.55,155.65,156.52,156.52,1
1070,156.52,157.05,156.28,156.71,158.58,0
1071,158.58,158.58,154.63,154.94,154.97,1
1072,154.97,157.04,154.95,156.11,156.11,1
1073,156.11,158.34,155.83,157.25,157.21,0
1074,157.21,157.4,154.51,155.22,155.22,1
1075,155.22,156.85,154.3,156.77,156.76,1
1076,156.76,157.94,156.53,157.94,157.9,1
1077,157.9,158.57,157.52,158.23,158.23,0
1078,158.23,158.43,156.89,157,157,1
1079,157,158.5,156.72,158.28,158.28,1
1080,158.28,159.29,158.2,158.93,158.93,0
1081,158.93,159.07,157.79,157.86,157.86,1
1082,157.86,158.51,157.72,158.21,158.21,1
1083,158.21,159.06,157.52,158.99,159.01,1
1084,159.01,159.87,158.92,159.47,159.47,0
1085,159.47,159.67,158.64,158.81,158.81,0
1086,158.81,158.82,157.2,158.26,158.26,0
1087,158.26,158.38,156.58,156.61,156.61,0
1088,156.61,157.37,156.05,156.3,156.3,0
1089,156.3,156.75,154.6,155.2,155.2,0
1090,155.2,155.55,153.68,153.86,153.86,0
1091,153.86,154.01,151.58,152.94,152.94,1
1092,152.94,154.07,152.11,154.05,154.05,0
1093,154.05,154.56,153.04,153.89,153.89,1
1094,153.89,155.28,153.48,155.01,155.01,0
1095,155.01,155.26,154.2,154.63,154.67,0
1096,154.67,154.96,154.19,154.57,154.57,1
1097,154.57,155.96,153.62,155.9,155.9,1
1098,155.9,156.34,155.54,156.06,156.1,1
1099,156.1,156.82,155.7,156.67,156.67,1
1100,156.67,157.35,156.22,157.29,157.29,0
1101,157.29,157.4,156.85,157.11,157.11,0
1102,157.11,157.58,156.28,156.28,156.3,1
1103,156.3,156.82,155.96,156.54,156.54,0
1104,156.54,157.08,155.71,156.38,156.38,1
1105,156.38,157.01,156.23,156.95,156.95,1
1106,156.95,157.51,156.76,157.05,157.05,0
1107,157.05,157.35,156.64,156.65,156.65,0
1108,156.65,157.05,156.03,156.24,156.24,0
1109,156.24,156.24,154.94,155.22,157.29,1
1110,157.29,158.23,157.02,157.12,157.16,0
1111,157.16,157.94,156.51,156.7,156.7,1
1112,156.7,158.25,156.01,158.25,158.25,0
1113,158.25,158.73,157.2,157.7,157.73,1
1114,157.73,157.95,157.11,157.76,157.75,1
1115,157.75,158.4,157.37,158.26,158.26,0
1116,158.26,158.4,156.65,157.28,157.28,0
1117,157.28,157.85,156.24,156.95,156.95,0
1118,156.95,157.11,156.03,156.37,156.41,1
1119,156.41,157.38,155.99,157.1,157.11,1
1120,157.11,157.52,157.02,157.44,157.39,1
1121,157.39,158.11,157.39,157.93,157.93,0
1122,157.93,157.95,157.33,157.53,157.53,1
1123,157.53,157.83,157.19,157.82,157.8,0
1124,157.8,158.2,157.65,157.8,157.8,1
1125,157.8,158.19,157.59,157.99,157.99,0
1126,157.99,158.08,157.27,157.3,157.27,0
1127,157.27,157.5,157.08,157.19,157.19,0
1128,157.19,157.39,156.68,156.92,156.92,1
1129,156.92,157.15,156.54,157.06,157.04,1
1130,157.04,157.39,156.57,157.33,157.33,0
1131,157.33,157.38,156.28,156.51,156.51,0
1132,156.51,156.57,155.58,156.32,156.32,0
1133,156.32,156.56,155.36,155.38,155.4,1
1134,155.4,156.12,155.15,156,156,0
1135,156,156.45,155.9,155.92,155.94,1
1136,155.94,156.99,155.93,156.69,156.69,1
1137,156.69,157.11,156.24,157.03,157.02,0
1138,157.02,157.12,156.58,156.84,156.84,0
1139,156.84,156.98,156.51,156.7,156.7,0
1140,156.7,156.9,156.28,156.47,156.47,1
1141,156.47,157.41,156.42,157.37,157.37,0
1142,157.37,157.48,156.26,156.65,156.65,1
1143,156.65,157.31,156.5,157.1,157.11,1
1144,157.11,157.85,157.11,157.8,157.8,0
1145,157.8,157.87,157.22,157.32,157.32,1
1146,157.32,158.08,157.27,158.08,158.07,0
1147,158.07,158.49,157.82,157.84,157.84,0
1148,157.84,158.26,157.23,157.66,158.67,1
1149,158.67,159.54,157.82,158.06,158.06,1
1150,158.06,159.9,158.02,159.77,159.74,0
1151,159.74,159.94,158.99,159.41,159.38,1
1152,159.38,159.88,158.91,159.61,159.61,1
1153,159.61,160.24,159.1,160.22,160.22,0
1154,160.22,160.62,159.67,160.05,160.05,1
1155,160.05,160.83,159.96,160.52,160.52,1
1156,160.52,161.13,159.97,161.05,161.05,1
1157,161.05,161.58,160.86,161.41,161.41,1
1158,161.41,161.87,161.35,161.64,161.64,0
1159,161.64,161.98,161.07,161.19,161.19,0
