Open,High,Low,Close,next open,next close
123.86,123.91,123.32,123.77,123.76,122.99
123.76,123.95,122.94,122.99,122.99,123.62
122.99,123.75,122.87,123.62,123.62,125.00
123.62,125.08,123.56,125.00,125.00,125.07
125.00,125.41,124.87,125.07,125.08,125.90
125.08,125.90,124.99,125.90,125.91,125.72
125.91,126.08,125.33,125.72,125.72,125.77
125.72,125.92,125.37,125.77,125.77,125.48
125.77,125.87,125.22,125.48,125.47,124.69
125.47,125.51,124.61,124.69,124.68,124.67
124.68,125.03,124.41,124.67,124.67,124.97
124.67,125.35,124.51,124.97,124.94,124.73
124.94,125.00,124.45,124.73,124.71,124.94
124.71,125.03,124.47,124.94,124.95,124.73
124.95,125.03,124.67,124.73,124.73,124.25
124.73,124.93,123.96,124.25,124.22,125.40
124.22,125.48,124.20,125.40,125.40,125.43
125.40,125.82,125.18,125.43,125.43,125.09
125.43,125.60,124.83,125.09,125.07,124.36
125.07,125.44,124.11,124.36,124.34,124.49
124.34,124.89,124.26,124.49,124.55,124.17
124.55,124.70,124.07,124.17,124.16,125.28
124.16,125.30,124.02,125.28,123.56,122.96
123.56,123.65,121.16,122.96,122.93,123.62
122.93,124.07,122.42,123.62,123.65,122.84
123.65,123.81,122.28,122.84,122.84,121.14
122.84,123.05,120.66,121.14,121.14,122.22
121.14,122.29,121.14,122.22,122.24,122.58
122.24,122.78,122.05,122.58,122.58,123.37
122.58,123.37,121.63,123.37,123.37,122.67
123.37,123.39,122.50,122.67,122.72,122.90
122.72,123.20,122.24,122.90,122.87,124.24
122.87,124.25,122.87,124.24,124.24,124.12
124.24,124.57,123.90,124.12,124.11,124.75
124.11,125.04,124.04,124.75,124.75,124.19
124.75,124.80,123.90,124.19,124.18,124.14
124.18,124.38,123.72,124.14,124.14,123.47
124.14,124.21,123.16,123.47,123.48,123.97
123.48,123.99,123.05,123.97,123.98,124.57
123.98,124.79,123.76,124.57,124.57,124.79
124.57,125.10,124.33,124.79,124.79,125.06
124.79,125.06,124.45,125.06,125.06,125.10
125.06,125.45,124.89,125.10,125.10,124.68
125.10,125.25,124.48,124.68,124.68,124.70
124.68,124.92,124.33,124.70,124.72,124.28
124.72,124.82,123.91,124.28,124.28,124.77
124.28,125.03,123.89,124.77,124.78,124.04
124.78,124.80,123.99,124.04,124.04,123.46
124.04,124.12,123.46,123.46,123.47,124.07
123.47,124.23,123.34,124.07,124.08,124.03
124.08,124.35,123.89,124.03,124.03,122.95
124.03,124.09,122.49,122.95,122.95,122.26
122.95,123.10,122.18,122.26,122.26,122.10
122.26,122.72,121.69,122.10,122.12,122.45
122.12,122.90,122.05,122.45,122.43,122.77
122.43,122.85,122.00,122.77,122.77,121.53
122.77,122.98,121.39,121.53,121.53,119.84
121.53,122.29,119.37,119.84,119.84,120.83
119.84,121.00,119.60,120.83,120.83,119.79
120.83,120.84,119.12,119.79,119.79,118.77
119.79,120.04,118.39,118.77,118.77,118.18
118.77,118.77,117.39,118.18,121.13,122.07
121.13,122.60,121.10,122.07,122.06,123.40
122.06,123.48,121.93,123.40,123.42,124.40
123.42,124.54,123.01,124.40,124.40,124.22
124.40,124.75,124.08,124.22,124.20,124.58
124.20,124.98,124.03,124.58,124.59,125.40
124.59,125.67,124.47,125.40,125.39,125.20
125.39,125.76,125.20,125.20,125.21,125.18
125.21,125.60,124.88,125.18,125.18,125.85
125.18,126.09,125.18,125.85,125.85,125.87
125.85,126.13,125.54,125.87,125.89,126.25
125.89,126.27,125.67,126.25,126.25,126.14
126.25,126.47,125.97,126.14,126.12,126.01
126.12,126.54,125.70,126.01,126.06,126.42
126.06,126.63,126.02,126.42,126.44,126.65
126.44,126.80,126.21,126.65,126.66,127.28
126.66,127.33,126.62,127.28,127.29,127.12
127.29,127.42,127.04,127.12,127.13,127.46
127.13,127.68,127.09,127.46,127.46,127.58
127.46,127.59,127.24,127.58,127.58,127.14
127.58,127.72,127.12,127.14,127.14,126.54
127.14,127.23,126.43,126.54,126.55,126.67
126.55,126.95,126.50,126.67,126.67,126.56
126.67,127.06,126.40,126.56,126.56,126.28
126.56,126.82,126.13,126.28,126.27,127.00
126.27,127.02,126.24,127.00,126.99,127.57
126.99,127.61,126.92,127.57,127.56,128.11
127.56,128.24,127.49,128.11,128.13,127.88
128.13,128.36,127.83,127.88,127.89,127.99
127.89,128.14,127.82,127.99,127.98,127.89
127.98,128.33,127.88,127.89,127.88,127.47
127.88,128.07,127.43,127.47,127.47,127.66
127.47,127.83,127.44,127.66,127.67,127.42
127.67,127.77,127.13,127.42,127.42,127.28
127.42,127.70,127.23,127.28,127.27,128.01
127.27,128.04,127.22,128.01,128.00,127.45
128.00,128.01,127.39,127.45,127.45,127.08
127.45,127.59,126.35,127.08,127.09,127.21
127.09,127.48,126.93,127.21,127.21,127.14
127.21,127.68,126.68,127.14,128.19,129.68
128.19,129.74,127.77,129.68,129.71,128.61
129.71,129.96,128.40,128.61,128.61,129.47
128.61,129.52,128.03,129.47,129.47,129.00
129.47,129.49,128.65,129.00,129.01,128.70
129.01,129.16,128.17,128.70,128.72,129.83
128.72,129.94,128.72,129.83,129.83,130.28
129.83,130.39,129.75,130.28,130.25,130.53
130.25,130.57,129.97,130.53,130.53,130.26
130.53,130.62,129.90,130.26,130.26,130.85
130.26,130.98,130.25,130.85,130.85,130.72
130.85,130.88,130.43,130.72,130.70,130.29
130.70,130.74,130.15,130.29,130.32,130.07
130.32,130.38,129.76,130.07,130.07,130.05
130.07,130.22,129.51,130.05,130.07,130.08
130.07,130.32,129.89,130.08,130.10,130.40
130.10,130.69,130.03,130.40,130.39,130.50
130.39,130.70,130.29,130.50,130.50,130.53
130.50,130.69,130.42,130.53,130.53,130.61
130.53,130.89,130.49,130.61,130.64,130.81
130.64,130.92,130.59,130.81,130.81,130.96
130.81,131.00,130.52,130.96,130.96,130.18
130.96,131.18,130.12,130.18,130.15,129.84
130.15,130.46,129.70,129.84,129.85,129.16
129.85,129.92,128.78,129.16,129.17,128.81
129.17,129.40,128.31,128.81,128.81,129.51
128.81,129.62,128.64,129.51,129.51,129.27
129.51,129.77,129.17,129.27,129.27,128.63
129.27,129.47,128.40,128.63,128.63,127.83
128.63,128.69,127.77,127.83,127.83,127.91
127.83,128.08,126.87,127.91,127.91,127.38
127.91,128.24,127.07,127.38,127.38,127.81
127.38,128.38,127.28,127.81,127.79,127.25
127.79,127.79,126.53,127.25,127.25,127.22
127.25,127.79,126.89,127.22,127.21,127.94
127.21,128.17,126.98,127.94,127.95,128.54
127.95,128.57,127.88,128.54,128.55,128.25
128.55,128.92,128.18,128.25,128.25,128.03
128.25,128.54,127.75,128.03,128.02,127.89
128.02,128.33,127.68,127.89,128.72,128.98
128.72,129.19,127.54,128.98,128.98,127.10
128.98,129.08,126.96,127.10,127.08,128.05
127.08,128.35,126.80,128.05,128.05,127.44
128.05,128.50,127.21,127.44,127.44,126.22
127.44,127.87,126.12,126.22,126.24,125.70
126.24,126.70,125.59,125.70,125.74,126.56
125.74,126.68,125.41,126.56,126.57,127.17
126.57,127.32,126.56,127.17,127.17,126.10
127.17,127.42,125.95,126.10,126.07,126.70
126.07,126.81,125.73,126.70,126.69,126.50
126.69,126.96,126.32,126.50,126.52,127.22
126.52,127.30,126.38,127.22,127.22,127.42
127.22,127.77,127.08,127.42,127.42,127.04
127.42,127.60,126.77,127.04,127.04,126.87
127.04,127.13,126.36,126.87,126.87,127.29
126.87,127.39,126.75,127.29,127.30,127.02
127.30,127.49,126.79,127.02,127.02,127.29
127.02,127.51,126.92,127.29,127.29,128.03
127.29,128.09,127.26,128.03,128.04,128.00
128.04,128.22,127.88,128.00,128.02,127.86
128.02,128.15,127.74,127.86,127.86,127.27
127.86,127.94,127.13,127.27,127.24,127.85
127.24,127.92,127.18,127.85,127.85,127.82
127.85,127.90,127.64,127.82,127.83,127.70
127.83,128.02,127.38,127.70,127.70,127.48
127.70,127.78,127.28,127.48,127.46,127.75
127.46,127.76,127.12,127.75,127.74,127.28
127.74,127.74,127.07,127.28,127.30,127.01
127.30,127.47,126.97,127.01,127.03,127.10
127.03,127.19,126.60,127.10,127.10,127.28
127.10,127.54,127.10,127.28,127.28,127.02
127.28,127.32,126.95,127.02,127.00,127.09
127.00,127.25,126.88,127.09,127.10,126.97
127.10,127.31,126.76,126.97,126.91,126.29
126.91,126.92,126.19,126.29,126.29,126.53
126.29,126.76,126.17,126.53,126.51,126.50
126.51,126.71,126.28,126.50,126.50,126.30
126.50,126.67,126.23,126.30,126.30,127.52
126.30,127.72,126.22,127.52,129.94,130.20
129.94,130.62,129.66,130.20,130.20,130.45
130.20,130.75,130.20,130.45,130.45,131.11
130.45,131.23,130.45,131.11,131.15,131.02
131.15,131.54,130.96,131.02,131.05,130.28
131.05,131.09,130.28,130.28,130.28,130.92
130.28,130.92,130.21,130.92,130.92,131.08
130.92,131.25,130.84,131.08,131.08,130.89
131.08,131.10,130.68,130.89,130.89,130.87
130.89,131.23,130.84,130.87,130.87,130.71
130.87,130.87,130.31,130.71,130.71,131.12
130.71,131.21,130.69,131.12,131.12,131.08
131.12,131.18,130.78,131.08,131.08,130.55
131.08,131.13,130.49,130.55,130.56,130.49
130.56,130.68,130.26,130.49,130.49,130.77
130.49,130.78,130.39,130.77,130.76,130.76
130.76,130.94,130.68,130.76,130.75,130.61
130.75,130.80,130.51,130.61,130.61,130.77
130.61,131.05,130.56,130.77,130.77,130.98
130.77,130.98,130.72,130.98,130.99,131.30
130.99,131.34,130.85,131.30,131.30,131.41
131.30,131.48,131.26,131.41,131.41,131.65
131.41,131.66,131.28,131.65,131.65,131.68
131.65,131.80,131.53,131.68,131.67,131.45
131.67,131.69,131.32,131.45,131.49,131.65
131.49,131.78,131.44,131.65,131.65,131.67
131.65,131.77,131.57,131.67,131.66,131.58
131.66,131.66,131.31,131.58,131.56,131.58
131.56,131.64,131.33,131.58,131.59,131.91
131.59,131.97,131.57,131.91,131.91,131.84
131.91,132.00,131.74,131.84,131.84,132.09
131.84,132.12,131.83,132.09,132.09,131.87
132.09,132.09,131.84,131.87,131.87,132.10
131.87,132.11,131.76,132.10,132.10,131.78
132.10,132.11,131.66,131.78,131.78,131.90
131.78,131.95,131.56,131.90,131.90,132.11
131.90,132.14,131.73,132.11,132.11,132.13
132.11,132.22,131.99,132.13,132.13,132.19
132.13,132.36,132.13,132.19,132.22,131.83
132.22,132.36,131.56,131.83,133.36,135.00
133.36,135.22,133.30,135.00,135.01,134.88
135.01,135.11,134.39,134.88,134.88,133.85
134.88,134.99,133.17,133.85,133.84,132.32
133.84,134.05,132.28,132.32,132.31,133.36
132.31,133.59,132.11,133.36,133.36,131.66
133.36,133.45,131.60,131.66,131.66,132.48
131.66,132.67,131.29,132.48,132.44,133.36
132.44,133.42,132.14,133.36,133.36,133.78
133.36,133.88,133.35,133.78,133.78,134.19
133.78,134.23,133.45,134.19,134.19,133.90
134.19,134.25,133.80,133.90,133.92,134.06
133.92,134.38,133.58,134.06,134.06,134.20
134.06,134.33,133.95,134.20,134.20,133.93
134.20,134.38,133.88,133.93,133.93,134.32
133.93,134.46,133.89,134.32,134.32,134.58
134.32,134.75,134.19,134.58,134.58,134.69
134.58,134.86,134.47,134.69,134.69,134.76
134.69,134.87,134.53,134.76,134.76,135.02
134.76,135.30,134.75,135.02,135.03,134.97
135.03,135.34,134.85,134.97,134.97,134.83
134.97,135.07,134.68,134.83,134.84,135.14
134.84,135.20,134.60,135.14,135.14,135.06
135.14,135.21,134.93,135.06,135.09,135.05
135.09,135.16,134.62,135.05,135.04,135.31
135.04,135.32,135.04,135.31,135.31,135.29
135.31,135.41,135.14,135.29,135.30,135.06
135.30,135.31,135.01,135.06,135.06,135.05
135.06,135.07,134.67,135.05,135.05,135.21
135.05,135.24,134.70,135.21,135.19,135.36
135.19,135.49,135.14,135.36,135.36,135.48
135.36,135.55,135.31,135.48,135.48,135.68
135.48,135.68,135.35,135.68,135.68,135.77
135.68,135.92,135.61,135.77,135.77,135.67
135.77,135.92,135.55,135.67,135.67,136.22
135.67,136.31,135.62,136.22,136.22,135.93
136.22,136.40,135.74,135.93,135.91,135.68
135.91,136.21,135.68,135.68,135.72,135.92
135.72,136.23,135.63,135.92,135.94,135.66
135.94,135.96,135.39,135.66,135.66,135.76
135.66,136.40,134.80,135.76,135.76,134.02
135.76,135.76,133.91,134.02,134.02,134.20
134.02,134.44,133.48,134.20,134.18,134.85
134.18,135.09,133.98,134.85,134.85,135.57
134.85,135.64,134.73,135.57,135.59,135.91
135.59,135.93,135.27,135.91,135.91,136.16
135.91,136.31,135.75,136.16,136.18,135.96
136.18,136.26,135.46,135.96,135.96,136.07
135.96,136.19,135.73,136.07,136.07,135.85
136.07,136.47,135.77,135.85,135.90,135.89
135.90,136.19,135.40,135.89,135.89,136.15
135.89,136.15,135.78,136.15,136.14,136.52
136.14,136.70,136.07,136.52,136.52,136.56
136.52,136.74,136.37,136.56,136.56,136.96
136.56,137.01,136.45,136.96,136.96,136.83
136.96,137.21,136.80,136.83,136.83,136.70
136.83,137.01,136.60,136.70,136.68,136.66
136.68,136.88,136.53,136.66,136.65,136.62
136.65,136.70,136.31,136.62,136.62,136.37
136.62,136.63,136.18,136.37,136.39,136.68
136.39,136.74,136.39,136.68,136.69,136.42
136.69,136.73,136.39,136.42,136.45,136.61
136.45,136.71,136.35,136.61,136.61,136.55
136.61,136.67,136.44,136.55,136.57,137.01
136.57,137.01,136.55,137.01,137.01,136.89
137.01,137.01,136.77,136.89,136.91,136.79
136.91,136.93,136.60,136.79,136.79,135.99
136.79,136.95,135.42,135.99,135.99,134.18
135.99,136.01,134.18,134.18,134.19,133.74
134.19,134.47,132.75,133.74,133.74,134.18
133.74,134.49,133.35,134.18,134.18,134.50
134.18,134.66,133.76,134.50,134.50,134.90
134.50,135.34,134.46,134.90,134.90,134.69
134.90,135.02,134.35,134.69,134.74,134.21
134.74,134.95,134.14,134.21,134.21,133.86
134.21,134.39,133.57,133.86,133.82,133.53
133.82,134.12,133.49,133.53,133.53,132.75
133.53,134.11,132.65,132.75,132.74,133.06
132.74,133.24,132.29,133.06,131.75,132.89
131.75,133.44,131.17,132.89,132.89,134.03
132.89,134.26,132.78,134.03,134.05,134.75
134.05,135.05,133.80,134.75,134.71,134.72
134.71,135.18,134.35,134.72,134.74,134.49
134.74,134.92,134.28,134.49,134.49,134.60
134.49,134.67,134.06,134.60,134.58,134.36
134.58,134.81,134.28,134.36,134.36,135.09
134.36,135.09,134.21,135.09,135.08,135.63
135.08,135.81,135.08,135.63,135.63,134.81
135.63,135.69,134.70,134.81,134.81,134.93
134.81,135.14,134.66,134.93,134.91,135.75
134.91,135.84,134.79,135.75,135.75,136.31
135.75,136.40,135.55,136.31,136.31,136.08
136.31,136.34,136.04,136.08,136.08,136.55
136.08,136.73,136.04,136.55,136.55,136.38
136.55,136.65,136.25,136.38,136.38,136.15
136.38,136.70,136.14,136.15,136.17,136.11
136.17,136.49,136.05,136.11,136.10,136.22
136.10,136.27,135.91,136.22,136.22,135.83
136.22,136.26,135.81,135.83,135.82,135.83
135.82,136.09,135.69,135.83,135.83,135.75
135.83,136.13,135.48,135.75,135.76,136.25
135.76,136.25,135.72,136.25,136.25,136.39
136.25,136.44,136.20,136.39,136.40,136.46
136.40,136.62,136.35,136.46,136.43,136.16
136.43,136.69,136.04,136.16,136.18,136.63
136.18,136.75,136.14,136.63,136.62,136.77
136.62,136.87,136.52,136.77,136.77,136.89
136.77,136.93,136.55,136.89,136.89,137.49
136.89,137.61,136.79,137.49,137.49,137.49
137.49,137.71,137.38,137.49,137.47,137.85
137.47,138.04,137.35,137.85,137.85,138.06
137.85,138.07,137.56,138.06,138.04,138.56
138.04,138.59,138.02,138.56,138.56,138.02
138.56,138.69,138.02,138.02,138.03,138.05
138.03,138.19,137.59,138.05,138.04,138.64
138.04,138.67,137.83,138.64,138.65,138.71
138.65,139.19,138.57,138.71,138.68,138.38
138.68,138.83,138.31,138.38,138.59,138.07
138.59,138.96,137.92,138.07,138.09,139.16
138.09,139.55,137.80,139.16,139.13,139.20
139.13,139.38,138.29,139.20,139.23,138.91
139.23,139.39,138.25,138.91,138.92,139.27
138.92,139.37,138.39,139.27,139.27,140.25
139.27,140.39,138.89,140.25,140.25,140.72
140.25,141.03,140.23,140.72,140.73,140.77
140.73,141.10,140.42,140.77,140.77,141.05
140.77,141.48,140.71,141.05,141.05,140.01
141.05,141.17,139.94,140.01,140.01,139.91
140.01,140.43,139.77,139.91,139.97,140.76
139.97,140.81,139.95,140.76,140.79,139.86
140.79,140.82,139.62,139.86,139.86,139.87
139.86,140.09,139.43,139.87,139.92,139.10
139.92,140.04,138.90,139.10,139.08,140.09
139.08,140.34,138.90,140.09,140.06,140.70
140.06,140.82,140.05,140.70,140.70,140.78
140.70,140.82,140.53,140.78,140.78,140.56
140.78,140.94,140.54,140.56,140.56,140.80
140.56,140.90,140.54,140.80,140.80,140.79
140.80,140.92,140.32,140.79,140.86,140.56
140.86,140.93,140.01,140.56,140.52,140.49
140.52,140.76,140.28,140.49,140.48,140.34
140.48,140.48,140.03,140.34,140.33,140.64
140.33,140.75,140.05,140.64,140.64,140.53
140.64,140.83,140.17,140.53,140.54,140.27
140.54,140.55,139.89,140.27,140.28,140.58
140.28,140.60,140.13,140.58,140.58,140.78
140.58,140.80,140.35,140.78,140.80,140.83
140.80,140.89,140.52,140.83,140.83,140.84
140.83,141.19,140.76,140.84,140.84,141.03
140.84,141.32,140.67,141.03,141.07,141.37
141.07,141.56,141.02,141.37,141.37,141.76
141.37,142.01,141.31,141.76,141.76,141.44
141.76,141.89,141.37,141.44,141.44,141.53
141.44,141.83,141.37,141.53,141.53,141.21
141.53,141.62,140.97,141.21,141.21,140.91
141.21,141.24,140.45,140.91,140.90,141.30
140.90,141.56,140.74,141.30,146.26,147.21
146.26,147.26,146.04,147.21,147.21,146.79
147.21,147.56,146.69,146.79,146.79,145.11
146.79,147.03,143.56,145.11,145.12,143.27
145.12,145.20,142.73,143.27,143.27,145.26
143.27,145.36,143.05,145.26,145.26,144.24
145.26,145.44,144.20,144.24,144.24,143.97
144.24,144.30,143.11,143.97,143.97,142.52
143.97,143.97,141.83,142.52,142.53,141.12
142.53,142.61,140.44,141.12,141.12,142.88
141.12,143.05,140.79,142.88,142.88,142.65
142.88,143.31,142.22,142.65,142.65,141.55
142.65,142.81,141.44,141.55,141.55,142.80
141.55,142.90,141.53,142.80,142.81,143.47
142.81,143.75,142.77,143.47,143.47,143.58
143.47,143.86,142.99,143.58,143.58,143.98
143.58,144.36,143.49,143.98,143.98,144.33
143.98,144.54,143.88,144.33,144.33,143.53
144.33,144.43,143.41,143.53,143.54,143.61
143.54,143.83,143.23,143.61,143.61,143.60
143.61,143.78,142.91,143.60,143.59,143.24
143.59,143.60,143.05,143.24,143.24,144.32
143.24,144.33,142.94,144.32,144.33,143.81
144.33,144.35,143.79,143.81,143.81,143.32
143.81,144.03,143.32,143.32,143.32,143.14
143.32,143.52,142.83,143.14,143.14,142.61
143.14,143.28,142.38,142.61,142.61,143.18
142.61,143.42,142.51,143.18,143.18,143.32
143.18,143.52,142.76,143.32,143.34,143.47
143.34,143.74,143.13,143.47,143.48,142.82
143.48,143.49,142.68,142.82,142.82,142.27
142.82,143.02,142.08,142.27,142.27,142.08
142.27,142.40,141.84,142.08,142.08,141.95
142.08,142.20,141.56,141.95,141.95,141.37
141.95,142.22,141.28,141.37,141.31,142.18
141.31,142.24,141.09,142.18,142.18,142.75
142.18,142.80,142.01,142.75,142.75,142.99
142.75,143.04,142.51,142.99,142.99,142.84
142.99,143.43,142.76,142.84,142.84,143.95
142.84,144.05,142.79,143.95,142.92,143.07
142.92,144.01,142.07,143.07,143.09,143.58
143.09,144.20,142.45,143.58,143.58,143.83
143.58,143.83,142.40,143.83,143.81,142.72
143.81,143.83,142.61,142.72,142.72,144.45
142.72,144.70,142.58,144.45,144.45,143.53
144.45,144.55,143.31,143.53,143.54,144.31
143.54,144.46,142.96,144.31,144.31,143.94
144.31,144.80,143.69,143.94,143.94,144.66
143.94,144.66,143.58,144.66,144.66,145.33
144.66,145.33,144.43,145.33,145.33,146.30
145.33,146.32,145.14,146.30,146.30,145.42
146.30,146.40,145.22,145.42,145.44,144.80
145.44,145.54,144.68,144.80,144.76,144.75
144.76,145.24,144.28,144.75,144.75,145.11
144.75,145.31,144.68,145.11,145.11,144.91
145.11,145.31,144.45,144.91,144.90,144.53
144.90,144.93,143.94,144.53,144.56,144.96
144.56,145.18,144.42,144.96,144.96,145.37
144.96,145.43,144.76,145.37,145.38,145.24
145.38,145.65,145.16,145.24,145.24,145.36
145.24,145.42,145.11,145.36,145.34,145.25
145.34,145.51,144.90,145.25,145.25,145.63
145.25,145.66,145.07,145.63,145.63,145.79
145.63,145.90,145.43,145.79,145.79,145.65
145.79,145.94,145.41,145.65,145.65,145.57
145.65,146.02,145.45,145.57,145.61,145.44
145.61,145.73,145.36,145.44,145.45,145.60
145.45,145.65,145.15,145.60,145.60,145.92
145.60,146.10,145.30,145.92,145.94,146.21
145.94,146.25,145.87,146.21,146.21,146.19
146.21,146.55,146.10,146.19,146.19,146.47
146.19,146.56,146.05,146.47,146.48,146.65
146.48,146.73,146.28,146.65,146.64,146.76
146.64,146.82,146.37,146.76,146.75,147.16
146.75,147.23,146.73,147.16,147.16,147.14
147.16,147.26,146.80,147.14,147.14,147.33
147.14,147.36,146.99,147.33,147.30,146.99
147.30,147.42,146.92,146.99,146.96,147.30
146.96,147.45,146.87,147.30,149.33,149.73
149.33,150.38,149.08,149.73,149.69,150.31
149.69,150.34,149.43,150.31,150.31,149.99
150.31,150.31,149.16,149.99,149.99,149.97
149.99,150.32,149.42,149.97,149.94,150.10
149.94,150.30,149.48,150.10,150.11,150.72
150.11,150.84,149.90,150.72,150.72,151.33
150.72,151.35,150.69,151.33,151.33,151.93
151.33,151.93,151.30,151.93,151.93,151.91
151.93,152.10,151.55,151.91,151.93,152.34
151.93,152.47,151.93,152.34,152.37,152.02
152.37,152.53,151.82,152.02,152.02,152.72
152.02,152.76,151.94,152.72,152.72,153.25
152.72,153.31,152.67,153.25,153.25,153.64
153.25,154.02,153.25,153.64,153.64,153.92
153.64,154.15,153.53,153.92,153.92,154.64
153.92,154.74,153.48,154.64,154.63,155.50
154.63,155.53,154.58,155.50,155.50,155.81
155.50,156.13,155.21,155.81,155.81,155.14
155.81,155.97,154.99,155.14,155.14,154.36
155.14,155.17,154.10,154.36,154.37,154.38
154.37,154.96,154.29,154.38,154.38,154.89
154.38,155.37,154.38,154.89,154.90,155.29
154.90,155.34,154.69,155.29,155.29,155.17
155.29,155.67,154.95,155.17,155.17,155.71
155.17,155.85,155.14,155.71,155.71,155.76
155.71,155.82,155.34,155.76,155.76,156.01
155.76,156.02,155.50,156.01,156.02,156.37
156.02,156.50,155.83,156.37,156.37,156.32
156.37,156.45,156.02,156.32,156.31,156.67
156.31,156.72,156.27,156.67,156.67,155.05
156.67,156.79,154.76,155.05,155.09,154.84
155.09,155.42,153.91,154.84,154.85,153.70
154.85,154.98,153.06,153.70,153.70,155.01
153.70,155.07,153.23,155.01,155.01,155.20
155.01,155.68,154.88,155.20,155.20,156.15
155.20,156.20,154.94,156.15,156.19,155.81
156.19,156.31,155.47,155.81,155.81,156.52
155.81,156.55,155.65,156.52,156.52,156.71
156.52,157.05,156.28,156.71,158.58,154.94
158.58,158.58,154.63,154.94,154.97,156.11
154.97,157.04,154.95,156.11,156.11,157.25
156.11,158.34,155.83,157.25,157.21,155.22
157.21,157.40,154.51,155.22,155.22,156.77
155.22,156.85,154.30,156.77,156.76,157.94
156.76,157.94,156.53,157.94,157.90,158.23
157.90,158.57,157.52,158.23,158.23,157.00
158.23,158.43,156.89,157.00,157.00,158.28
157.00,158.50,156.72,158.28,158.28,158.93
158.28,159.29,158.20,158.93,158.93,157.86
158.93,159.07,157.79,157.86,157.86,158.21
157.86,158.51,157.72,158.21,158.21,158.99
158.21,159.06,157.52,158.99,159.01,159.47
159.01,159.87,158.92,159.47,159.47,158.81
159.47,159.67,158.64,158.81,158.81,158.26
158.81,158.82,157.20,158.26,158.26,156.61
158.26,158.38,156.58,156.61,156.61,156.30
156.61,157.37,156.05,156.30,156.30,155.20
156.30,156.75,154.60,155.20,155.20,153.86
155.20,155.55,153.68,153.86,153.86,152.94
153.86,154.01,151.58,152.94,152.94,154.05
152.94,154.07,152.11,154.05,154.05,153.89
154.05,154.56,153.04,153.89,153.89,155.01
153.89,155.28,153.48,155.01,155.01,154.63
155.01,155.26,154.20,154.63,154.67,154.57
154.67,154.96,154.19,154.57,154.57,155.90
154.57,155.96,153.62,155.90,155.90,156.06
155.90,156.34,155.54,156.06,156.10,156.67
156.10,156.82,155.70,156.67,156.67,157.29
156.67,157.35,156.22,157.29,157.29,157.11
157.29,157.40,156.85,157.11,157.11,156.28
157.11,157.58,156.28,156.28,156.30,156.54
156.30,156.82,155.96,156.54,156.54,156.38
156.54,157.08,155.71,156.38,156.38,156.95
156.38,157.01,156.23,156.95,156.95,157.05
156.95,157.51,156.76,157.05,157.05,156.65
157.05,157.35,156.64,156.65,156.65,156.24
156.65,157.05,156.03,156.24,156.24,155.22
156.24,156.24,154.94,155.22,157.29,157.12
157.29,158.23,157.02,157.12,157.16,156.70
157.16,157.94,156.51,156.70,156.70,158.25
156.70,158.25,156.01,158.25,158.25,157.70
158.25,158.73,157.20,157.70,157.73,157.76
157.73,157.95,157.11,157.76,157.75,158.26
157.75,158.40,157.37,158.26,158.26,157.28
158.26,158.40,156.65,157.28,157.28,156.95
157.28,157.85,156.24,156.95,156.95,156.37
156.95,157.11,156.03,156.37,156.41,157.10
156.41,157.38,155.99,157.10,157.11,157.44
157.11,157.52,157.02,157.44,157.39,157.93
157.39,158.11,157.39,157.93,157.93,157.53
157.93,157.95,157.33,157.53,157.53,157.82
157.53,157.83,157.19,157.82,157.80,157.80
157.80,158.20,157.65,157.80,157.80,157.99
157.80,158.19,157.59,157.99,157.99,157.30
157.99,158.08,157.27,157.30,157.27,157.19
157.27,157.50,157.08,157.19,157.19,156.92
157.19,157.39,156.68,156.92,156.92,157.06
156.92,157.15,156.54,157.06,157.04,157.33
157.04,157.39,156.57,157.33,157.33,156.51
157.33,157.38,156.28,156.51,156.51,156.32
156.51,156.57,155.58,156.32,156.32,155.38
156.32,156.56,155.36,155.38,155.40,156.00
155.40,156.12,155.15,156.00,156.00,155.92
156.00,156.45,155.90,155.92,155.94,156.69
155.94,156.99,155.93,156.69,156.69,157.03
156.69,157.11,156.24,157.03,157.02,156.84
157.02,157.12,156.58,156.84,156.84,156.70
156.84,156.98,156.51,156.70,156.70,156.47
156.70,156.90,156.28,156.47,156.47,157.37
156.47,157.41,156.42,157.37,157.37,156.65
157.37,157.48,156.26,156.65,156.65,157.10
156.65,157.31,156.50,157.10,157.11,157.80
157.11,157.85,157.11,157.80,157.80,157.32
157.80,157.87,157.22,157.32,157.32,158.08
157.32,158.08,157.27,158.08,158.07,157.84
158.07,158.49,157.82,157.84,157.84,157.66
157.84,158.26,157.23,157.66,158.67,158.06
158.67,159.54,157.82,158.06,158.06,159.77
158.06,159.90,158.02,159.77,159.74,159.41
159.74,159.94,158.99,159.41,159.38,159.61
159.38,159.88,158.91,159.61,159.61,160.22
159.61,160.24,159.10,160.22,160.22,160.05
160.22,160.62,159.67,160.05,160.05,160.52
160.05,160.83,159.96,160.52,160.52,161.05
160.52,161.13,159.97,161.05,161.05,161.41
161.05,161.58,160.86,161.41,161.41,161.64
161.41,161.87,161.35,161.64,161.64,161.19
161.64,161.98,161.07,161.19,161.19,159.92
161.19,161.19,158.66,159.92,159.92,160.39
159.92,160.49,158.80,160.39,160.39,160.97
