Open,High,Low,Close,next open,next close
124.37,124.57,124.21,124.55,124.57,124.26
124.57,124.66,124.22,124.26,124.26,124.66
124.26,124.85,124.19,124.66,124.68,124.55
124.68,124.88,124.41,124.55,124.58,124.15
124.58,124.76,124.10,124.15,124.15,123.42
124.15,124.30,123.40,123.42,123.42,122.40
123.42,123.42,122.34,122.40,122.40,123.23
122.40,123.25,122.34,123.23,123.23,123.65
123.23,123.71,123.01,123.65,123.65,123.72
123.65,123.82,123.51,123.72,123.72,123.74
123.72,123.91,123.37,123.74,123.76,123.93
123.76,124.24,123.58,123.93,123.93,124.21
123.93,124.25,123.64,124.21,124.22,124.33
124.22,124.39,124.12,124.33,124.30,125.55
124.30,125.55,124.19,125.55,126.11,125.43
126.11,126.23,124.91,125.43,125.43,125.88
125.43,125.89,124.91,125.88,125.89,126.43
125.89,126.57,125.75,126.43,126.43,126.57
126.43,126.70,126.18,126.57,126.57,126.32
126.57,127.05,126.28,126.32,126.32,126.69
126.32,126.72,126.08,126.69,126.69,126.11
126.69,126.77,125.74,126.11,126.11,126.17
126.11,126.70,125.90,126.17,126.17,126.15
126.17,126.47,125.91,126.15,126.15,126.82
126.15,127.07,126.15,126.82,126.82,126.38
126.82,127.05,126.38,126.38,126.39,126.22
126.39,126.60,125.94,126.22,126.22,126.36
126.22,126.51,125.95,126.36,126.36,125.86
126.36,126.51,125.75,125.86,125.86,125.81
125.86,126.22,125.62,125.81,125.80,126.19
125.80,126.26,125.80,126.19,126.18,126.45
126.18,126.50,126.11,126.45,126.45,125.89
126.45,126.59,125.82,125.89,125.89,126.27
125.89,126.35,125.80,126.27,126.26,126.02
126.26,126.36,126.01,126.02,126.02,126.18
126.02,126.30,125.90,126.18,126.18,126.32
126.18,126.37,126.08,126.32,126.30,126.50
126.30,126.60,126.23,126.50,126.50,126.40
126.50,126.59,126.34,126.40,126.40,126.57
126.40,126.68,126.31,126.57,126.57,126.26
126.57,126.73,126.24,126.26,126.30,126.53
126.30,126.54,126.29,126.53,126.53,126.59
126.53,126.78,126.51,126.59,126.59,126.46
126.59,126.73,126.38,126.46,126.45,126.64
126.45,126.66,126.40,126.64,126.64,126.68
126.64,126.85,126.56,126.68,126.68,126.57
126.68,126.71,126.44,126.57,126.55,126.44
126.55,126.55,126.02,126.44,126.44,125.95
126.44,126.55,125.95,125.95,125.97,126.34
125.97,126.41,125.91,126.34,126.34,126.21
126.34,126.46,126.13,126.21,126.23,126.30
126.23,126.70,126.05,126.30,126.30,125.50
126.30,126.34,125.46,125.50,125.50,126.48
125.50,126.59,125.12,126.48,126.10,125.71
126.10,126.77,125.49,125.71,125.72,125.68
125.72,126.20,125.58,125.68,125.68,126.72
125.68,126.74,125.22,126.72,126.74,126.67
126.74,126.84,126.37,126.67,126.67,127.19
126.67,127.42,126.60,127.19,127.19,127.24
127.19,127.69,127.11,127.24,127.24,127.04
127.24,127.44,126.99,127.04,127.04,126.08
127.04,127.10,125.72,126.08,126.07,126.53
126.07,126.69,125.47,126.53,126.53,126.97
126.53,127.14,126.34,126.97,127.00,127.08
127.00,127.12,126.74,127.08,127.08,126.66
127.08,127.45,126.57,126.66,126.65,126.94
126.65,127.27,126.52,126.94,126.95,127.05
126.95,127.35,126.53,127.05,127.05,126.98
127.05,127.17,126.73,126.98,127.00,127.52
127.00,127.64,126.87,127.52,127.52,127.70
127.52,127.85,127.32,127.70,127.71,127.83
127.71,128.19,127.68,127.83,127.83,128.06
127.83,128.16,127.58,128.06,128.06,128.19
128.06,128.19,127.88,128.19,128.18,128.56
128.18,128.60,128.18,128.56,128.59,128.30
128.59,128.59,128.20,128.30,128.30,128.42
128.30,128.58,128.29,128.42,128.43,128.66
128.43,128.90,128.43,128.66,128.66,128.82
128.66,128.93,128.57,128.82,128.82,129.08
128.82,129.08,128.52,129.08,129.07,129.33
129.07,129.44,128.97,129.33,129.33,130.06
129.33,130.08,129.30,130.06,130.07,130.03
130.07,130.20,129.88,130.03,130.03,130.49
130.03,130.54,130.03,130.49,130.49,130.79
130.49,130.95,130.46,130.79,130.79,130.79
130.79,131.12,130.68,130.79,130.79,131.18
130.79,131.41,130.79,131.18,131.18,131.03
131.18,131.39,130.80,131.03,131.03,131.79
131.03,131.85,131.01,131.79,131.79,131.42
131.79,131.93,131.03,131.42,131.42,131.35
131.42,131.67,130.89,131.35,131.35,130.74
131.35,131.45,130.74,130.74,130.74,131.35
130.74,131.53,130.63,131.35,130.56,130.07
130.56,130.86,129.74,130.07,130.07,131.01
130.07,131.07,129.81,131.01,131.02,131.11
131.02,131.25,130.69,131.11,131.11,130.70
131.11,131.20,130.03,130.70,130.70,130.20
130.70,131.11,130.13,130.20,130.18,130.41
130.18,130.48,129.67,130.41,130.41,130.58
130.41,131.11,130.36,130.58,130.58,130.93
130.58,130.99,130.40,130.93,130.93,131.55
130.93,131.82,130.71,131.55,131.54,131.13
131.54,131.68,130.86,131.13,131.13,130.03
131.13,131.32,130.00,130.03,130.03,129.58
130.03,130.38,129.55,129.58,129.60,129.89
129.60,130.26,129.54,129.89,129.89,130.07
129.89,130.20,129.78,130.07,130.04,128.55
130.04,130.05,128.50,128.55,128.55,128.31
128.55,128.89,128.03,128.31,128.31,129.08
128.31,129.26,128.30,129.08,129.05,129.29
129.05,129.39,128.90,129.29,129.30,129.36
129.30,129.63,128.90,129.36,129.35,127.79
129.35,129.39,127.77,127.79,127.79,127.27
127.79,128.21,127.23,127.27,127.26,126.24
127.26,127.37,126.14,126.24,126.21,125.46
126.21,126.36,125.25,125.46,125.46,126.14
125.46,126.24,125.15,126.14,126.16,126.98
126.16,127.03,125.85,126.98,126.96,125.42
126.96,127.07,125.30,125.42,125.42,125.09
125.42,125.70,124.82,125.09,125.06,124.84
125.06,126.08,124.60,124.84,124.84,124.65
124.84,125.73,124.62,124.65,124.65,123.95
124.65,124.96,123.69,123.95,123.98,124.89
123.98,125.06,123.79,124.89,124.90,125.05
124.90,125.33,124.18,125.05,125.05,125.39
125.05,125.55,124.77,125.39,125.41,126.21
125.41,126.47,125.34,126.21,126.21,125.97
126.21,126.36,125.03,125.97,125.94,125.44
125.94,126.55,125.32,125.44,125.44,126.38
125.44,126.41,125.28,126.38,126.38,127.18
126.38,127.34,126.12,127.18,127.17,126.95
127.17,127.29,126.50,126.95,127.27,127.23
127.27,127.50,126.56,127.23,127.23,126.89
127.23,127.61,126.82,126.89,126.88,125.32
126.88,127.10,124.82,125.32,125.37,125.01
125.37,125.55,124.50,125.01,125.00,125.15
125.00,125.50,124.61,125.15,125.15,124.72
125.15,125.18,124.14,124.72,124.72,123.91
124.72,124.76,123.91,123.91,123.91,122.00
123.91,124.14,121.72,122.00,121.98,120.69
121.98,122.16,120.66,120.69,120.69,122.02
120.69,122.14,120.17,122.02,122.02,122.12
122.02,122.56,121.88,122.12,122.16,122.97
122.16,123.10,121.86,122.97,122.97,122.99
122.97,123.31,122.74,122.99,122.99,122.70
122.99,123.08,122.20,122.70,122.70,123.65
122.70,123.91,122.69,123.65,123.65,123.86
123.65,124.04,123.47,123.86,123.86,123.77
